Time,CORE_BOTTOM::Des Heat Load [W],CORE_BOTTOM:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_BOTTOM::Des Heat Mass Flow [kg/s],CORE_BOTTOM:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_MID::Des Heat Load [W],CORE_MID:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_MID::Des Heat Mass Flow [kg/s],CORE_MID:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_TOP:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_TOP:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3::Des Heat Load [W],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3::Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2::Des Heat Load [W],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2::Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1::Des Heat Load [W],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1::Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4::Des Heat Load [W],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4::Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
03:43:00,0.000000E+00,2.174457E+04,0.000000E+00,1.532721E+00,0.000000E+00,1.020370E+04,0.000000E+00,7.192338E-01,3.841410E+03,9.519585E+03,1.543915E-01,6.710120E-01,2.366787E+03,0.000000E+00,9.512419E-02,0.000000E+00,1.572576E+03,1.185769E+03,6.320385E-02,8.358389E-02,2.395197E+03,1.895903E+03,9.626604E-02,1.336405E-01,1.569721E+03,1.262268E+03,6.308908E-02,8.897625E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.372553E+02,0.000000E+00,5.196797E-02,0.000000E+00,1.198612E+03,0.000000E+00,8.448824E-02,0.000000E+00,7.978542E+02,0.000000E+00,5.623949E-02,1.262587E+03,1.983842E+03,5.074502E-02,1.398389E-01,8.750225E+02,1.288524E+03,3.516830E-02,9.082673E-02,1.300206E+03,1.992525E+03,5.225698E-02,1.404509E-01,8.743221E+02,1.368560E+03,3.514015E-02,9.646839E-02 
03:44:00,0.000000E+00,2.175137E+04,0.000000E+00,1.533200E+00,0.000000E+00,1.021091E+04,0.000000E+00,7.197419E-01,3.841476E+03,9.526212E+03,1.543942E-01,6.714792E-01,2.366801E+03,0.000000E+00,9.512477E-02,0.000000E+00,1.572585E+03,1.186128E+03,6.320421E-02,8.360915E-02,2.395211E+03,1.896422E+03,9.626661E-02,1.336771E-01,1.569730E+03,1.262376E+03,6.308944E-02,8.898385E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.375231E+02,0.000000E+00,5.198685E-02,0.000000E+00,1.199000E+03,0.000000E+00,8.451563E-02,0.000000E+00,7.979223E+02,0.000000E+00,5.624429E-02,1.262609E+03,1.984592E+03,5.074590E-02,1.398917E-01,8.750364E+02,1.288932E+03,3.516885E-02,9.085552E-02,1.300228E+03,1.993307E+03,5.225785E-02,1.405061E-01,8.743359E+02,1.368708E+03,3.514070E-02,9.647880E-02 
03:45:00,0.000000E+00,2.175816E+04,0.000000E+00,1.533678E+00,0.000000E+00,1.021811E+04,0.000000E+00,7.202490E-01,3.841542E+03,9.532823E+03,1.543968E-01,6.719451E-01,2.366815E+03,0.000000E+00,9.512534E-02,0.000000E+00,1.572594E+03,1.186484E+03,6.320457E-02,8.363428E-02,2.395225E+03,1.896938E+03,9.626718E-02,1.337135E-01,1.569739E+03,1.262483E+03,6.308980E-02,8.899138E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.377896E+02,0.000000E+00,5.200564E-02,0.000000E+00,1.199387E+03,0.000000E+00,8.454287E-02,0.000000E+00,7.979899E+02,0.000000E+00,5.624906E-02,1.262631E+03,1.985340E+03,5.074678E-02,1.399444E-01,8.750503E+02,1.289340E+03,3.516941E-02,9.088421E-02,1.300249E+03,1.994087E+03,5.225872E-02,1.405610E-01,8.743497E+02,1.368855E+03,3.514126E-02,9.648919E-02 
03:46:00,0.000000E+00,2.176493E+04,0.000000E+00,1.534155E+00,0.000000E+00,1.022529E+04,0.000000E+00,7.207554E-01,3.841608E+03,9.539421E+03,1.543995E-01,6.724102E-01,2.366829E+03,0.000000E+00,9.512591E-02,0.000000E+00,1.572603E+03,1.186839E+03,6.320493E-02,8.365930E-02,2.395239E+03,1.897452E+03,9.626774E-02,1.337497E-01,1.569747E+03,1.262589E+03,6.309016E-02,8.899887E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.380554E+02,0.000000E+00,5.202437E-02,0.000000E+00,1.199772E+03,0.000000E+00,8.457001E-02,0.000000E+00,7.980572E+02,0.000000E+00,5.625380E-02,1.262653E+03,1.986086E+03,5.074766E-02,1.399970E-01,8.750641E+02,1.289746E+03,3.516997E-02,9.091284E-02,1.300271E+03,1.994865E+03,5.225959E-02,1.406159E-01,8.743635E+02,1.369002E+03,3.514181E-02,9.649957E-02 
03:47:00,0.000000E+00,2.177168E+04,0.000000E+00,1.534632E+00,0.000000E+00,1.023247E+04,0.000000E+00,7.212613E-01,3.841674E+03,9.546010E+03,1.544021E-01,6.728746E-01,2.366844E+03,0.000000E+00,9.512648E-02,0.000000E+00,1.572612E+03,1.187193E+03,6.320529E-02,8.368424E-02,2.395253E+03,1.897964E+03,9.626831E-02,1.337858E-01,1.569756E+03,1.262695E+03,6.309052E-02,8.900633E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.383204E+02,0.000000E+00,5.204305E-02,0.000000E+00,1.200156E+03,0.000000E+00,8.459707E-02,0.000000E+00,7.981242E+02,0.000000E+00,5.625852E-02,1.262674E+03,1.986831E+03,5.074854E-02,1.400496E-01,8.750780E+02,1.290151E+03,3.517052E-02,9.094141E-02,1.300292E+03,1.995642E+03,5.226045E-02,1.406707E-01,8.743773E+02,1.369150E+03,3.514236E-02,9.650994E-02 
03:48:00,0.000000E+00,2.177843E+04,0.000000E+00,1.535107E+00,0.000000E+00,1.023964E+04,0.000000E+00,7.217667E-01,3.841740E+03,9.552590E+03,1.544048E-01,6.733384E-01,2.366858E+03,0.000000E+00,9.512705E-02,0.000000E+00,1.572621E+03,1.187545E+03,6.320565E-02,8.370909E-02,2.395267E+03,1.898474E+03,9.626887E-02,1.338217E-01,1.569765E+03,1.262800E+03,6.309088E-02,8.901374E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.385847E+02,0.000000E+00,5.206168E-02,0.000000E+00,1.200539E+03,0.000000E+00,8.462405E-02,0.000000E+00,7.981910E+02,0.000000E+00,5.626323E-02,1.262696E+03,1.987575E+03,5.074941E-02,1.401020E-01,8.750918E+02,1.290555E+03,3.517108E-02,9.096992E-02,1.300314E+03,1.996418E+03,5.226132E-02,1.407253E-01,8.743911E+02,1.369297E+03,3.514292E-02,9.652031E-02 
03:49:00,0.000000E+00,2.178517E+04,0.000000E+00,1.535582E+00,0.000000E+00,1.024680E+04,0.000000E+00,7.222717E-01,3.841806E+03,9.559160E+03,1.544074E-01,6.738016E-01,2.366872E+03,0.000000E+00,9.512762E-02,0.000000E+00,1.572630E+03,1.187897E+03,6.320601E-02,8.373386E-02,2.395281E+03,1.898982E+03,9.626943E-02,1.338576E-01,1.569774E+03,1.262905E+03,6.309123E-02,8.902112E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.388483E+02,0.000000E+00,5.208026E-02,0.000000E+00,1.200920E+03,0.000000E+00,8.465094E-02,0.000000E+00,7.982576E+02,0.000000E+00,5.626793E-02,1.262718E+03,1.988318E+03,5.075029E-02,1.401544E-01,8.751056E+02,1.290959E+03,3.517164E-02,9.099838E-02,1.300336E+03,1.997192E+03,5.226219E-02,1.407799E-01,8.744048E+02,1.369444E+03,3.514347E-02,9.653067E-02 
03:50:00,0.000000E+00,2.179190E+04,0.000000E+00,1.536056E+00,0.000000E+00,1.025395E+04,0.000000E+00,7.227758E-01,3.841871E+03,9.565717E+03,1.544101E-01,6.742638E-01,2.366886E+03,0.000000E+00,9.512819E-02,0.000000E+00,1.572639E+03,1.188247E+03,6.320637E-02,8.375852E-02,2.395295E+03,1.899489E+03,9.627000E-02,1.338933E-01,1.569783E+03,1.263009E+03,6.309159E-02,8.902845E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.391110E+02,0.000000E+00,5.209878E-02,0.000000E+00,1.201300E+03,0.000000E+00,8.467772E-02,0.000000E+00,7.983238E+02,0.000000E+00,5.627259E-02,1.262740E+03,1.989059E+03,5.075117E-02,1.402066E-01,8.751194E+02,1.291362E+03,3.517219E-02,9.102676E-02,1.300357E+03,1.997964E+03,5.226305E-02,1.408343E-01,8.744186E+02,1.369591E+03,3.514402E-02,9.654102E-02 
03:51:00,0.000000E+00,2.179860E+04,0.000000E+00,1.536529E+00,0.000000E+00,1.026109E+04,0.000000E+00,7.232791E-01,3.841937E+03,9.572259E+03,1.544127E-01,6.747249E-01,2.366900E+03,0.000000E+00,9.512876E-02,0.000000E+00,1.572648E+03,1.188595E+03,6.320673E-02,8.378305E-02,2.395309E+03,1.899992E+03,9.627056E-02,1.339287E-01,1.569792E+03,1.263112E+03,6.309195E-02,8.903572E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.393725E+02,0.000000E+00,5.211721E-02,0.000000E+00,1.201678E+03,0.000000E+00,8.470437E-02,0.000000E+00,7.983896E+02,0.000000E+00,5.627723E-02,1.262762E+03,1.989798E+03,5.075204E-02,1.402587E-01,8.751332E+02,1.291763E+03,3.517275E-02,9.105504E-02,1.300379E+03,1.998734E+03,5.226392E-02,1.408886E-01,8.744323E+02,1.369737E+03,3.514458E-02,9.655135E-02 
03:52:00,0.000000E+00,2.180530E+04,0.000000E+00,1.537001E+00,0.000000E+00,1.026822E+04,0.000000E+00,7.237816E-01,3.842003E+03,9.578790E+03,1.544154E-01,6.751852E-01,2.366914E+03,0.000000E+00,9.512933E-02,0.000000E+00,1.572657E+03,1.188941E+03,6.320708E-02,8.380749E-02,2.395323E+03,1.900493E+03,9.627112E-02,1.339641E-01,1.569801E+03,1.263215E+03,6.309230E-02,8.904295E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.396332E+02,0.000000E+00,5.213559E-02,0.000000E+00,1.202055E+03,0.000000E+00,8.473092E-02,0.000000E+00,7.984550E+02,0.000000E+00,5.628184E-02,1.262783E+03,1.990536E+03,5.075292E-02,1.403107E-01,8.751470E+02,1.292163E+03,3.517330E-02,9.108326E-02,1.300400E+03,1.999502E+03,5.226478E-02,1.409428E-01,8.744461E+02,1.369883E+03,3.514513E-02,9.656166E-02 
03:53:00,0.000000E+00,2.181198E+04,0.000000E+00,1.537472E+00,0.000000E+00,1.027535E+04,0.000000E+00,7.242837E-01,3.842069E+03,9.585311E+03,1.544180E-01,6.756449E-01,2.366929E+03,0.000000E+00,9.512990E-02,0.000000E+00,1.572666E+03,1.189287E+03,6.320744E-02,8.383184E-02,2.395337E+03,1.900993E+03,9.627168E-02,1.339993E-01,1.569810E+03,1.263317E+03,6.309266E-02,8.905014E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.398931E+02,0.000000E+00,5.215391E-02,0.000000E+00,1.202430E+03,0.000000E+00,8.475738E-02,0.000000E+00,7.985203E+02,0.000000E+00,5.628644E-02,1.262805E+03,1.991273E+03,5.075379E-02,1.403626E-01,8.751608E+02,1.292563E+03,3.517385E-02,9.111143E-02,1.300422E+03,2.000269E+03,5.226565E-02,1.409968E-01,8.744598E+02,1.370030E+03,3.514568E-02,9.657197E-02 
03:54:00,0.000000E+00,2.181865E+04,0.000000E+00,1.537942E+00,0.000000E+00,1.028246E+04,0.000000E+00,7.247853E-01,3.842134E+03,9.591823E+03,1.544206E-01,6.761039E-01,2.366943E+03,0.000000E+00,9.513047E-02,0.000000E+00,1.572674E+03,1.189631E+03,6.320780E-02,8.385612E-02,2.395351E+03,1.901491E+03,9.627225E-02,1.340344E-01,1.569819E+03,1.263418E+03,6.309302E-02,8.905730E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.401524E+02,0.000000E+00,5.217218E-02,0.000000E+00,1.202804E+03,0.000000E+00,8.478376E-02,0.000000E+00,7.985852E+02,0.000000E+00,5.629102E-02,1.262827E+03,1.992008E+03,5.075466E-02,1.404145E-01,8.751746E+02,1.292962E+03,3.517441E-02,9.113954E-02,1.300443E+03,2.001035E+03,5.226651E-02,1.410508E-01,8.744735E+02,1.370176E+03,3.514623E-02,9.658227E-02 
03:55:00,0.000000E+00,2.182531E+04,0.000000E+00,1.538412E+00,0.000000E+00,1.028957E+04,0.000000E+00,7.252864E-01,3.842200E+03,9.598326E+03,1.544233E-01,6.765622E-01,2.366957E+03,0.000000E+00,9.513104E-02,0.000000E+00,1.572683E+03,1.189974E+03,6.320816E-02,8.388031E-02,2.395365E+03,1.901987E+03,9.627281E-02,1.340694E-01,1.569827E+03,1.263519E+03,6.309337E-02,8.906442E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.404109E+02,0.000000E+00,5.219041E-02,0.000000E+00,1.203178E+03,0.000000E+00,8.481007E-02,0.000000E+00,7.986500E+02,0.000000E+00,5.629559E-02,1.262849E+03,1.992742E+03,5.075554E-02,1.404662E-01,8.751883E+02,1.293360E+03,3.517496E-02,9.116759E-02,1.300465E+03,2.001799E+03,5.226737E-02,1.411046E-01,8.744872E+02,1.370322E+03,3.514678E-02,9.659257E-02 
03:56:00,0.000000E+00,2.183196E+04,0.000000E+00,1.538881E+00,0.000000E+00,1.029667E+04,0.000000E+00,7.257866E-01,3.842265E+03,9.604815E+03,1.544259E-01,6.770197E-01,2.366971E+03,0.000000E+00,9.513161E-02,0.000000E+00,1.572692E+03,1.190316E+03,6.320851E-02,8.390439E-02,2.395379E+03,1.902481E+03,9.627337E-02,1.341042E-01,1.569836E+03,1.263620E+03,6.309373E-02,8.907150E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.406685E+02,0.000000E+00,5.220857E-02,0.000000E+00,1.203549E+03,0.000000E+00,8.483625E-02,0.000000E+00,7.987144E+02,0.000000E+00,5.630012E-02,1.262870E+03,1.993475E+03,5.075641E-02,1.405179E-01,8.752021E+02,1.293757E+03,3.517551E-02,9.119556E-02,1.300486E+03,2.002561E+03,5.226823E-02,1.411583E-01,8.745009E+02,1.370468E+03,3.514733E-02,9.660285E-02 
03:57:00,0.000000E+00,2.183859E+04,0.000000E+00,1.539348E+00,0.000000E+00,1.030375E+04,0.000000E+00,7.262859E-01,3.842330E+03,9.611289E+03,1.544285E-01,6.774760E-01,2.366985E+03,0.000000E+00,9.513217E-02,0.000000E+00,1.572701E+03,1.190656E+03,6.320887E-02,8.392835E-02,2.395393E+03,1.902972E+03,9.627393E-02,1.341388E-01,1.569845E+03,1.263719E+03,6.309408E-02,8.907852E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.409249E+02,0.000000E+00,5.222664E-02,0.000000E+00,1.203919E+03,0.000000E+00,8.486231E-02,0.000000E+00,7.987783E+02,0.000000E+00,5.630463E-02,1.262892E+03,1.994205E+03,5.075728E-02,1.405693E-01,8.752159E+02,1.294152E+03,3.517607E-02,9.122344E-02,1.300507E+03,2.003320E+03,5.226909E-02,1.412119E-01,8.745146E+02,1.370613E+03,3.514788E-02,9.661310E-02 
03:58:00,0.000000E+00,2.184521E+04,0.000000E+00,1.539814E+00,0.000000E+00,1.031083E+04,0.000000E+00,7.267846E-01,3.842396E+03,9.617752E+03,1.544312E-01,6.779315E-01,2.366999E+03,0.000000E+00,9.513274E-02,0.000000E+00,1.572710E+03,1.190995E+03,6.320923E-02,8.395221E-02,2.395407E+03,1.903461E+03,9.627449E-02,1.341733E-01,1.569854E+03,1.263818E+03,6.309444E-02,8.908550E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.411805E+02,0.000000E+00,5.224466E-02,0.000000E+00,1.204287E+03,0.000000E+00,8.488827E-02,0.000000E+00,7.988419E+02,0.000000E+00,5.630912E-02,1.262914E+03,1.994934E+03,5.075815E-02,1.406207E-01,8.752296E+02,1.294547E+03,3.517662E-02,9.125126E-02,1.300529E+03,2.004078E+03,5.226995E-02,1.412653E-01,8.745283E+02,1.370758E+03,3.514843E-02,9.662335E-02 
03:59:00,0.000000E+00,2.185182E+04,0.000000E+00,1.540280E+00,0.000000E+00,1.031789E+04,0.000000E+00,7.272828E-01,3.842461E+03,9.624206E+03,1.544338E-01,6.783864E-01,2.367013E+03,0.000000E+00,9.513330E-02,0.000000E+00,1.572719E+03,1.191332E+03,6.320958E-02,8.397600E-02,2.395421E+03,1.903949E+03,9.627505E-02,1.342077E-01,1.569863E+03,1.263917E+03,6.309479E-02,8.909244E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.414354E+02,0.000000E+00,5.226262E-02,0.000000E+00,1.204654E+03,0.000000E+00,8.491414E-02,0.000000E+00,7.989053E+02,0.000000E+00,5.631358E-02,1.262935E+03,1.995662E+03,5.075902E-02,1.406720E-01,8.752433E+02,1.294940E+03,3.517717E-02,9.127902E-02,1.300550E+03,2.004835E+03,5.227081E-02,1.413186E-01,8.745420E+02,1.370904E+03,3.514898E-02,9.663359E-02 
04:00:00,0.000000E+00,2.185841E+04,0.000000E+00,1.540745E+00,0.000000E+00,1.032495E+04,0.000000E+00,7.277804E-01,3.842526E+03,9.630650E+03,1.544364E-01,6.788407E-01,2.367027E+03,0.000000E+00,9.513387E-02,0.000000E+00,1.572728E+03,1.191668E+03,6.320994E-02,8.399971E-02,2.395435E+03,1.904435E+03,9.627560E-02,1.342419E-01,1.569872E+03,1.264015E+03,6.309515E-02,8.909936E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.416895E+02,0.000000E+00,5.228054E-02,0.000000E+00,1.205020E+03,0.000000E+00,8.493993E-02,0.000000E+00,7.989685E+02,0.000000E+00,5.631803E-02,1.262957E+03,1.996389E+03,5.075989E-02,1.407233E-01,8.752570E+02,1.295333E+03,3.517772E-02,9.130672E-02,1.300572E+03,2.005590E+03,5.227167E-02,1.413719E-01,8.745556E+02,1.371049E+03,3.514953E-02,9.664382E-02 
04:01:00,0.000000E+00,2.186500E+04,0.000000E+00,1.541209E+00,0.000000E+00,1.033201E+04,0.000000E+00,7.282776E-01,3.842592E+03,9.637086E+03,1.544390E-01,6.792943E-01,2.367041E+03,0.000000E+00,9.513443E-02,0.000000E+00,1.572737E+03,1.192012E+03,6.321029E-02,8.402391E-02,2.395449E+03,1.904931E+03,9.627616E-02,1.342769E-01,1.569880E+03,1.264121E+03,6.309550E-02,8.910684E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.419495E+02,0.000000E+00,5.229886E-02,0.000000E+00,1.205394E+03,0.000000E+00,8.496633E-02,0.000000E+00,7.990382E+02,0.000000E+00,5.632295E-02,1.262979E+03,1.997126E+03,5.076076E-02,1.407752E-01,8.752707E+02,1.295733E+03,3.517827E-02,9.133490E-02,1.300593E+03,2.006356E+03,5.227253E-02,1.414258E-01,8.745693E+02,1.371202E+03,3.515008E-02,9.665460E-02 
04:02:00,0.000000E+00,2.187157E+04,0.000000E+00,1.541672E+00,0.000000E+00,1.033905E+04,0.000000E+00,7.287739E-01,3.842657E+03,9.643508E+03,1.544416E-01,6.797470E-01,2.367055E+03,0.000000E+00,9.513500E-02,0.000000E+00,1.572745E+03,1.192363E+03,6.321065E-02,8.404866E-02,2.395463E+03,1.905439E+03,9.627672E-02,1.343127E-01,1.569889E+03,1.264236E+03,6.309585E-02,8.911492E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.422158E+02,0.000000E+00,5.231764E-02,0.000000E+00,1.205778E+03,0.000000E+00,8.499339E-02,0.000000E+00,7.991148E+02,0.000000E+00,5.632835E-02,1.263000E+03,1.997874E+03,5.076163E-02,1.408280E-01,8.752844E+02,1.296141E+03,3.517882E-02,9.136361E-02,1.300614E+03,2.007132E+03,5.227339E-02,1.414805E-01,8.745829E+02,1.371363E+03,3.515063E-02,9.666597E-02 
04:03:00,0.000000E+00,2.187812E+04,0.000000E+00,1.542134E+00,0.000000E+00,1.034608E+04,0.000000E+00,7.292693E-01,3.842722E+03,9.649915E+03,1.544443E-01,6.801986E-01,2.367069E+03,0.000000E+00,9.513556E-02,0.000000E+00,1.572754E+03,1.192721E+03,6.321100E-02,8.407394E-02,2.395477E+03,1.905958E+03,9.627728E-02,1.343493E-01,1.569898E+03,1.264359E+03,6.309621E-02,8.912358E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.424882E+02,0.000000E+00,5.233684E-02,0.000000E+00,1.206171E+03,0.000000E+00,8.502108E-02,0.000000E+00,7.991980E+02,0.000000E+00,5.633422E-02,1.263022E+03,1.998633E+03,5.076250E-02,1.408815E-01,8.752981E+02,1.296555E+03,3.517937E-02,9.139282E-02,1.300636E+03,2.007918E+03,5.227425E-02,1.415360E-01,8.745965E+02,1.371532E+03,3.515118E-02,9.667790E-02 
04:04:00,0.000000E+00,2.188467E+04,0.000000E+00,1.542596E+00,0.000000E+00,1.035310E+04,0.000000E+00,7.297640E-01,3.842787E+03,9.656311E+03,1.544469E-01,6.806495E-01,2.367083E+03,0.000000E+00,9.513613E-02,0.000000E+00,1.572763E+03,1.193088E+03,6.321136E-02,8.409976E-02,2.395490E+03,1.906488E+03,9.627783E-02,1.343867E-01,1.569907E+03,1.264490E+03,6.309656E-02,8.913284E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.427669E+02,0.000000E+00,5.235648E-02,0.000000E+00,1.206573E+03,0.000000E+00,8.504941E-02,0.000000E+00,7.992880E+02,0.000000E+00,5.634056E-02,1.263043E+03,1.999403E+03,5.076337E-02,1.409358E-01,8.753118E+02,1.296977E+03,3.517992E-02,9.142256E-02,1.300657E+03,2.008715E+03,5.227511E-02,1.415922E-01,8.746102E+02,1.371710E+03,3.515172E-02,9.669040E-02 
