Time,PACU_VAV_BOT:Des Heat Mass Flow [kg/s],PACU_VAV_BOT:Des Cool Mass Flow [kg/s],PACU_VAV_BOT:Des Heat Cap [W],PACU_VAV_BOT:Des Sens Cool Cap [W],PACU_VAV_MID:Des Heat Mass Flow [kg/s],PACU_VAV_MID:Des Cool Mass Flow [kg/s],PACU_VAV_MID:Des Heat Cap [W],PACU_VAV_MID:Des Sens Cool Cap [W],PACU_VAV_TOP:Des Heat Mass Flow [kg/s],PACU_VAV_TOP:Des Cool Mass Flow [kg/s],PACU_VAV_TOP:Des Heat Cap [W],PACU_VAV_TOP:Des Sens Cool Cap [W] 
00:01:00,8.624333E-01,1.744047E+00,3.553156E+03,2.577740E+04,8.624333E-01,1.005363E+00,3.553156E+03,1.505198E+04,8.624333E-01,9.134301E-01,3.553156E+03,1.367559E+04 
00:02:00,8.624333E-01,1.744109E+00,3.553156E+03,2.576880E+04,8.624333E-01,1.005216E+00,3.553156E+03,1.504302E+04,8.624333E-01,9.135333E-01,3.553156E+03,1.367099E+04 
00:03:00,8.624333E-01,1.744164E+00,3.553156E+03,2.576009E+04,8.624333E-01,1.005044E+00,3.553156E+03,1.503367E+04,8.624333E-01,9.136112E-01,3.553156E+03,1.366600E+04 
00:04:00,8.624333E-01,1.744211E+00,3.553156E+03,2.575128E+04,8.624333E-01,1.004853E+00,3.553156E+03,1.502405E+04,8.624333E-01,9.136705E-01,3.553156E+03,1.366074E+04 
00:05:00,8.624333E-01,1.744253E+00,3.553156E+03,2.574238E+04,8.624333E-01,1.004646E+00,3.553156E+03,1.501419E+04,8.624333E-01,9.137130E-01,3.553156E+03,1.365522E+04 
00:06:00,8.624333E-01,1.744290E+00,3.553156E+03,2.573339E+04,8.624333E-01,1.004424E+00,3.553156E+03,1.500411E+04,8.624333E-01,9.137390E-01,3.553156E+03,1.364946E+04 
00:07:00,8.624333E-01,1.744320E+00,3.553156E+03,2.572432E+04,8.624333E-01,1.004186E+00,3.553156E+03,1.499380E+04,8.624333E-01,9.137490E-01,3.553156E+03,1.364346E+04 
00:08:00,8.624333E-01,1.744342E+00,3.553156E+03,2.571513E+04,8.624333E-01,1.003931E+00,3.553156E+03,1.498323E+04,8.624333E-01,9.137402E-01,3.553156E+03,1.363717E+04 
00:09:00,8.624333E-01,1.745299E+00,3.553156E+03,2.571893E+04,8.624333E-01,1.005280E+00,3.553156E+03,1.499659E+04,8.624333E-01,9.151261E-01,3.553156E+03,1.365169E+04 
00:10:00,8.624333E-01,1.746262E+00,3.553156E+03,2.572282E+04,8.624333E-01,1.006632E+00,3.553156E+03,1.500999E+04,8.624333E-01,9.165113E-01,3.553156E+03,1.366619E+04 
00:11:00,8.624333E-01,1.747223E+00,3.553156E+03,2.572667E+04,8.624333E-01,1.007977E+00,3.553156E+03,1.502326E+04,8.624333E-01,9.178867E-01,3.553156E+03,1.368052E+04 
00:12:00,8.624333E-01,1.748181E+00,3.553156E+03,2.573049E+04,8.624333E-01,1.009312E+00,3.553156E+03,1.503636E+04,8.624333E-01,9.192497E-01,3.553156E+03,1.369464E+04 
00:13:00,8.624333E-01,1.749135E+00,3.553156E+03,2.573426E+04,8.624333E-01,1.010636E+00,3.553156E+03,1.504929E+04,8.624333E-01,9.206002E-01,3.553156E+03,1.370856E+04 
00:14:00,8.624333E-01,1.750084E+00,3.553156E+03,2.573795E+04,8.624333E-01,1.011947E+00,3.553156E+03,1.506199E+04,8.624333E-01,9.219351E-01,3.553156E+03,1.372223E+04 
00:15:00,8.624333E-01,1.751026E+00,3.553156E+03,2.574155E+04,8.624333E-01,1.013244E+00,3.553156E+03,1.507446E+04,8.624333E-01,9.232531E-01,3.553156E+03,1.373564E+04 
00:16:00,8.624333E-01,1.751963E+00,3.553156E+03,2.574508E+04,8.624333E-01,1.014528E+00,3.553156E+03,1.508675E+04,8.624333E-01,9.245571E-01,3.553156E+03,1.374881E+04 
00:17:00,8.624333E-01,1.752896E+00,3.553156E+03,2.574856E+04,8.624333E-01,1.015803E+00,3.553156E+03,1.509886E+04,8.624333E-01,9.258475E-01,3.553156E+03,1.376177E+04 
00:18:00,8.624333E-01,1.753826E+00,3.553156E+03,2.575199E+04,8.624333E-01,1.017068E+00,3.553156E+03,1.511082E+04,8.624333E-01,9.271230E-01,3.553156E+03,1.377449E+04 
00:19:00,8.624333E-01,1.754751E+00,3.553156E+03,2.575536E+04,8.624333E-01,1.018323E+00,3.553156E+03,1.512261E+04,8.624333E-01,9.283863E-01,3.553156E+03,1.378700E+04 
00:20:00,8.624333E-01,1.755670E+00,3.553156E+03,2.575864E+04,8.624333E-01,1.019565E+00,3.553156E+03,1.513419E+04,8.624333E-01,9.296356E-01,3.553156E+03,1.379930E+04 
00:21:00,8.624333E-01,1.756583E+00,3.553156E+03,2.576184E+04,8.624333E-01,1.020794E+00,3.553156E+03,1.514556E+04,8.624333E-01,9.308708E-01,3.553156E+03,1.381137E+04 
00:22:00,8.624333E-01,1.757491E+00,3.553156E+03,2.576496E+04,8.624333E-01,1.022012E+00,3.553156E+03,1.515675E+04,8.624333E-01,9.320954E-01,3.553156E+03,1.382326E+04 
00:23:00,8.624333E-01,1.758394E+00,3.553156E+03,2.576803E+04,8.624333E-01,1.023221E+00,3.553156E+03,1.516779E+04,8.624333E-01,9.333113E-01,3.553156E+03,1.383501E+04 
00:24:00,8.624333E-01,1.759294E+00,3.553156E+03,2.577105E+04,8.624333E-01,1.024421E+00,3.553156E+03,1.517868E+04,8.624333E-01,9.345192E-01,3.553156E+03,1.384662E+04 
00:25:00,8.624333E-01,1.760190E+00,3.553156E+03,2.577400E+04,8.624333E-01,1.025612E+00,3.553156E+03,1.518942E+04,8.624333E-01,9.357203E-01,3.553156E+03,1.385812E+04 
