Time,BASEMENT::Des Heat Load [W],BASEMENT:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BASEMENT::Des Heat Mass Flow [kg/s],BASEMENT:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
13:00:00,0.000000E+00,3.440165E+04,0.000000E+00,3.370841E+00,2.607216E+03,7.156166E+04,1.047875E-01,7.012245E+00,1.289239E+05,7.974757E+05,5.181627E+00,7.814355E+01,2.688565E+04,1.680682E+05,1.080504E+00,1.646978E+01,1.010139E+04,1.460998E+04,4.059703E-01,1.431637E+00,6.895332E+03,1.149635E+04,2.771200E-01,1.126515E+00,1.032328E+04,1.535191E+04,4.148881E-01,1.504340E+00,6.880929E+03,9.646438E+03,2.765411E-01,9.452608E-01,1.316004E+05,1.616909E+05,5.288968E+00,1.584411E+01,8.700641E+04,1.375231E+05,3.496750E+00,1.347573E+01,1.327561E+05,1.676518E+05,5.335417E+00,1.642825E+01,8.842682E+04,1.047851E+05,3.553836E+00,1.026794E+01,2.009297E+04,2.916655E+04,8.074802E-01,1.428991E+01,1.310696E+04,1.374901E+04,5.267316E-01,1.347308E+00,2.016948E+04,1.715146E+04,8.105553E-01,1.680759E+00,1.330045E+04,1.046356E+04,5.345077E-01,1.025381E+00
13:10:00,0.000000E+00,3.428757E+04,0.000000E+00,3.359664E+00,2.607406E+03,7.131503E+04,1.047952E-01,6.988078E+00,1.289243E+05,7.937437E+05,5.181645E+00,7.777787E+01,2.877151E+04,1.665856E+05,1.156291E+00,1.632450E+01,1.010140E+04,1.462252E+04,4.059707E-01,1.432866E+00,6.895337E+03,1.124098E+04,2.771202E-01,1.101494E+00,1.032329E+04,1.538396E+04,4.148884E-01,1.507481E+00,6.880934E+03,1.002985E+04,2.765413E-01,9.828338E-01,1.316001E+05,1.616738E+05,5.288959E+00,1.584244E+01,8.700625E+04,1.344009E+05,3.496744E+00,1.316981E+01,1.327559E+05,1.681201E+05,5.335408E+00,1.647413E+01,8.842667E+04,1.086340E+05,3.553830E+00,1.064512E+01,2.009003E+04,2.920163E+04,8.073621E-01,1.430710E+01,1.310503E+04,1.348921E+04,5.266543E-01,1.321852E+00,2.016659E+04,1.727929E+04,8.104389E-01,1.693284E+00,1.329854E+04,1.089848E+04,5.344307E-01,1.068003E+00
13:20:00,0.000000E+00,3.417384E+04,0.000000E+00,3.348519E+00,2.607602E+03,7.108017E+04,1.048030E-01,6.965066E+00,1.289248E+05,7.901807E+05,5.181663E+00,7.742874E+01,3.075653E+04,1.646290E+05,1.236059E+00,1.613268E+01,1.010141E+04,1.464079E+04,4.059711E-01,1.434656E+00,6.895342E+03,1.109141E+04,2.771204E-01,1.086841E+00,1.032330E+04,1.539786E+04,4.148888E-01,1.508842E+00,6.880939E+03,1.054357E+04,2.765415E-01,1.033176E+00,1.315999E+05,1.617218E+05,5.288950E+00,1.584714E+01,8.700610E+04,1.323133E+05,3.496738E+00,1.296527E+01,1.327556E+05,1.684066E+05,5.335399E+00,1.650220E+01,8.842651E+04,1.138062E+05,3.553823E+00,1.115197E+01,2.008880E+04,2.924270E+04,8.073127E-01,1.432722E+01,1.310418E+04,1.333061E+04,5.266199E-01,1.306314E+00,2.016540E+04,1.738644E+04,8.103912E-01,1.703783E+00,1.329769E+04,1.146401E+04,5.343965E-01,1.123426E+00
13:30:00,0.000000E+00,3.406093E+04,0.000000E+00,3.337456E+00,2.607801E+03,7.085836E+04,1.048110E-01,6.943331E+00,1.289252E+05,7.867967E+05,5.181682E+00,7.709716E+01,3.278265E+04,1.625537E+05,1.317479E+00,1.592923E+01,1.010142E+04,1.466368E+04,4.059715E-01,1.436900E+00,6.895348E+03,1.100102E+04,2.771206E-01,1.077986E+00,1.032331E+04,1.539289E+04,4.148892E-01,1.508354E+00,6.880945E+03,1.117845E+04,2.765418E-01,1.095391E+00,1.315997E+05,1.618235E+05,5.288942E+00,1.585711E+01,8.700596E+04,1.307887E+05,3.496732E+00,1.281590E+01,1.327554E+05,1.685002E+05,5.335391E+00,1.651137E+01,8.842637E+04,1.202195E+05,3.553818E+00,1.178044E+01,2.008945E+04,2.928630E+04,8.073390E-01,1.434858E+01,1.310450E+04,1.322540E+04,5.266329E-01,1.296006E+00,2.016610E+04,1.746995E+04,8.104192E-01,1.711966E+00,1.329802E+04,1.215100E+04,5.344098E-01,1.190752E+00
13:40:00,0.000000E+00,3.394942E+04,0.000000E+00,3.326530E+00,2.608001E+03,7.064972E+04,1.048191E-01,6.922887E+00,1.289257E+05,7.835908E+05,5.181701E+00,7.678303E+01,3.484434E+04,1.603927E+05,1.400329E+00,1.571743E+01,1.010143E+04,1.468919E+04,4.059719E-01,1.439399E+00,6.895354E+03,1.093511E+04,2.771209E-01,1.071530E+00,1.032332E+04,1.536796E+04,4.148896E-01,1.505910E+00,6.880951E+03,1.188633E+04,2.765420E-01,1.164759E+00,1.315995E+05,1.619581E+05,5.288933E+00,1.587031E+01,8.700581E+04,1.294843E+05,3.496726E+00,1.268810E+01,1.327552E+05,1.683865E+05,5.335382E+00,1.650022E+01,8.842622E+04,1.273992E+05,3.553812E+00,1.248400E+01,2.009196E+04,2.933004E+04,8.074397E-01,1.437001E+01,1.310598E+04,1.313948E+04,5.266924E-01,1.287590E+00,2.016864E+04,1.752832E+04,8.105215E-01,1.717685E+00,1.329951E+04,1.291243E+04,5.344696E-01,1.265371E+00
13:50:00,0.000000E+00,3.383992E+04,0.000000E+00,3.315801E+00,2.608197E+03,7.045313E+04,1.048269E-01,6.903624E+00,1.289262E+05,7.805498E+05,5.181720E+00,7.648506E+01,3.693577E+04,1.581671E+05,1.484375E+00,1.549932E+01,1.010144E+04,1.471515E+04,4.059724E-01,1.441943E+00,6.895361E+03,1.088215E+04,2.771211E-01,1.066340E+00,1.032333E+04,1.532234E+04,4.148900E-01,1.501440E+00,6.880958E+03,1.261195E+04,2.765423E-01,1.235864E+00,1.315993E+05,1.621039E+05,5.288925E+00,1.588459E+01,8.700568E+04,1.283015E+05,3.496720E+00,1.257221E+01,1.327550E+05,1.680547E+05,5.335374E+00,1.646770E+01,8.842609E+04,1.348033E+05,3.553806E+00,1.320955E+01,2.009602E+04,2.937195E+04,8.076028E-01,1.439055E+01,1.310844E+04,1.306328E+04,5.267913E-01,1.280124E+00,2.017274E+04,1.756090E+04,8.106861E-01,1.720877E+00,1.330197E+04,1.369460E+04,5.345688E-01,1.342021E+00
14:00:00,0.000000E+00,3.373293E+04,0.000000E+00,3.305318E+00,2.608390E+03,7.026674E+04,1.048347E-01,6.885360E+00,1.289266E+05,7.776537E+05,5.181738E+00,7.620127E+01,3.905460E+04,1.558864E+05,1.569522E+00,1.527582E+01,1.010145E+04,1.473976E+04,4.059728E-01,1.444355E+00,6.895367E+03,1.083741E+04,2.771214E-01,1.061958E+00,1.032334E+04,1.525616E+04,4.148905E-01,1.494954E+00,6.880964E+03,1.331761E+04,2.765425E-01,1.305013E+00,1.315991E+05,1.622426E+05,5.288918E+00,1.589818E+01,8.700555E+04,1.272084E+05,3.496715E+00,1.246510E+01,1.327548E+05,1.675027E+05,5.335366E+00,1.641361E+01,8.842596E+04,1.420696E+05,3.553801E+00,1.392157E+01,2.010148E+04,2.941051E+04,8.078222E-01,1.440944E+01,1.311178E+04,1.299385E+04,5.269256E-01,1.273321E+00,2.017823E+04,1.756792E+04,8.109066E-01,1.721564E+00,1.330532E+04,1.446176E+04,5.347033E-01,1.417198E+00
14:10:00,0.000000E+00,3.362883E+04,0.000000E+00,3.295117E+00,2.608579E+03,7.008847E+04,1.048423E-01,6.867893E+00,1.289271E+05,7.748803E+05,5.181756E+00,7.592952E+01,4.048704E+04,1.533089E+05,1.627083E+00,1.502324E+01,1.010146E+04,1.476065E+04,4.059733E-01,1.446402E+00,6.895374E+03,1.079704E+04,2.771217E-01,1.058002E+00,1.032335E+04,1.516936E+04,4.148909E-01,1.486448E+00,6.880971E+03,1.398280E+04,2.765428E-01,1.370193E+00,1.315989E+05,1.623502E+05,5.288910E+00,1.590873E+01,8.700542E+04,1.261771E+05,3.496710E+00,1.236405E+01,1.327546E+05,1.667316E+05,5.335359E+00,1.633804E+01,8.842583E+04,1.490082E+05,3.553796E+00,1.460148E+01,2.010829E+04,2.944322E+04,8.080958E-01,1.442546E+01,1.311598E+04,1.292844E+04,5.270942E-01,1.266912E+00,2.018506E+04,1.754953E+04,8.111813E-01,1.719761E+00,1.330953E+04,1.519459E+04,5.348722E-01,1.489010E+00
14:20:00,0.000000E+00,3.352783E+04,0.000000E+00,3.285221E+00,2.608768E+03,6.991642E+04,1.048499E-01,6.851034E+00,1.289275E+05,7.722093E+05,5.181774E+00,7.566781E+01,4.188513E+04,1.506642E+05,1.683267E+00,1.476407E+01,1.010147E+04,1.477660E+04,4.059738E-01,1.447964E+00,6.895380E+03,1.075857E+04,2.771219E-01,1.054233E+00,1.032336E+04,1.506383E+04,4.148913E-01,1.476107E+00,6.880977E+03,1.460050E+04,2.765431E-01,1.430719E+00,1.315987E+05,1.624138E+05,5.288903E+00,1.591496E+01,8.700530E+04,1.251883E+05,3.496705E+00,1.226716E+01,1.327545E+05,1.657488E+05,5.335352E+00,1.624173E+01,8.842571E+04,1.555570E+05,3.553791E+00,1.524317E+01,2.011583E+04,2.946881E+04,8.083991E-01,1.443800E+01,1.312065E+04,1.286523E+04,5.272820E-01,1.260718E+00,2.019263E+04,1.750716E+04,8.114855E-01,1.715607E+00,1.331420E+04,1.588697E+04,5.350602E-01,1.556856E+00
14:30:00,0.000000E+00,3.343000E+04,0.000000E+00,3.275635E+00,2.608955E+03,6.974896E+04,1.048574E-01,6.834626E+00,1.289280E+05,7.696236E+05,5.181792E+00,7.541445E+01,4.328751E+04,1.479676E+05,1.739624E+00,1.449982E+01,1.010149E+04,1.478669E+04,4.059742E-01,1.448953E+00,6.895387E+03,1.072029E+04,2.771222E-01,1.050482E+00,1.032337E+04,1.494253E+04,4.148918E-01,1.464220E+00,6.880984E+03,1.517160E+04,2.765433E-01,1.486678E+00,1.315986E+05,1.624240E+05,5.288896E+00,1.591596E+01,8.700518E+04,1.242275E+05,3.496700E+00,1.217301E+01,1.327543E+05,1.645856E+05,5.335345E+00,1.612775E+01,8.842559E+04,1.617258E+05,3.553786E+00,1.584762E+01,2.012374E+04,2.948639E+04,8.087167E-01,1.444662E+01,1.312556E+04,1.280285E+04,5.274791E-01,1.254605E+00,2.020055E+04,1.744363E+04,8.118038E-01,1.709382E+00,1.331912E+04,1.653976E+04,5.352576E-01,1.620822E+00
14:40:00,0.000000E+00,3.333529E+04,0.000000E+00,3.266355E+00,2.609141E+03,6.958489E+04,1.048649E-01,6.818550E+00,1.289284E+05,7.671097E+05,5.181810E+00,7.516812E+01,4.469649E+04,1.452222E+05,1.796247E+00,1.423079E+01,1.010150E+04,1.479023E+04,4.059747E-01,1.449300E+00,6.895394E+03,1.068091E+04,2.771225E-01,1.046623E+00,1.032338E+04,1.480965E+04,4.148923E-01,1.451199E+00,6.880991E+03,1.570083E+04,2.765436E-01,1.538534E+00,1.315984E+05,1.623733E+05,5.288890E+00,1.591099E+01,8.700507E+04,1.232829E+05,3.496696E+00,1.208046E+01,1.327541E+05,1.632832E+05,5.335338E+00,1.600012E+01,8.842548E+04,1.675558E+05,3.553782E+00,1.641887E+01,2.013187E+04,2.949523E+04,8.090435E-01,1.445095E+01,1.313062E+04,1.274021E+04,5.276825E-01,1.248466E+00,2.020869E+04,1.736310E+04,8.121310E-01,1.701489E+00,1.332418E+04,1.715704E+04,5.354611E-01,1.681308E+00
14:50:00,0.000000E+00,3.324358E+04,0.000000E+00,3.257369E+00,2.609330E+03,6.942336E+04,1.048725E-01,6.802722E+00,1.289289E+05,7.646579E+05,5.181828E+00,7.492788E+01,4.611496E+04,1.424305E+05,1.853252E+00,1.395721E+01,1.010151E+04,1.478666E+04,4.059752E-01,1.448950E+00,6.895402E+03,1.063947E+04,2.771228E-01,1.042562E+00,1.032340E+04,1.467078E+04,4.148927E-01,1.437591E+00,6.880998E+03,1.619383E+04,2.765439E-01,1.586840E+00,1.315982E+05,1.622556E+05,5.288883E+00,1.589945E+01,8.700496E+04,1.223452E+05,3.496692E+00,1.198857E+01,1.327540E+05,1.619010E+05,5.335331E+00,1.586467E+01,8.842537E+04,1.730938E+05,3.553777E+00,1.696151E+01,2.014032E+04,2.949474E+04,8.093829E-01,1.445070E+01,1.313588E+04,1.267639E+04,5.278940E-01,1.242212E+00,2.021715E+04,1.727117E+04,8.124706E-01,1.692480E+00,1.332945E+04,1.774349E+04,5.356729E-01,1.738773E+00
15:00:00,0.000000E+00,3.315469E+04,0.000000E+00,3.248660E+00,2.609517E+03,6.926385E+04,1.048800E-01,6.787092E+00,1.289293E+05,7.622617E+05,5.181846E+00,7.469307E+01,4.754099E+04,1.395942E+05,1.910560E+00,1.367927E+01,1.010152E+04,1.477553E+04,4.059757E-01,1.447859E+00,6.895409E+03,1.059524E+04,2.771231E-01,1.038229E+00,1.032341E+04,1.453337E+04,4.148932E-01,1.424127E+00,6.881006E+03,1.665550E+04,2.765442E-01,1.632077E+00,1.315981E+05,1.620660E+05,5.288877E+00,1.588087E+01,8.700485E+04,1.214062E+05,3.496687E+00,1.189657E+01,1.327538E+05,1.605077E+05,5.335325E+00,1.572814E+01,8.842526E+04,1.783782E+05,3.553773E+00,1.747931E+01,2.014892E+04,2.948441E+04,8.097287E-01,1.444564E+01,1.314125E+04,1.261064E+04,5.281098E-01,1.235770E+00,2.022575E+04,1.717516E+04,8.128164E-01,1.683071E+00,1.333482E+04,1.830278E+04,5.358888E-01,1.793577E+00
15:10:00,0.000000E+00,3.306845E+04,0.000000E+00,3.240209E+00,2.609701E+03,6.910612E+04,1.048874E-01,6.771637E+00,1.289297E+05,7.599170E+05,5.181863E+00,7.446333E+01,4.873863E+04,1.394393E+05,1.958690E+00,1.366410E+01,1.010154E+04,1.475817E+04,4.059763E-01,1.446158E+00,6.895417E+03,1.054716E+04,2.771234E-01,1.033518E+00,1.032342E+04,1.440492E+04,4.148937E-01,1.411540E+00,6.881014E+03,1.708879E+04,2.765445E-01,1.674533E+00,1.315979E+05,1.618166E+05,5.288871E+00,1.585643E+01,8.700475E+04,1.204526E+05,3.496683E+00,1.180312E+01,1.327537E+05,1.591758E+05,5.335319E+00,1.559763E+01,8.842516E+04,1.834247E+05,3.553769E+00,1.797379E+01,2.015769E+04,2.946626E+04,8.100812E-01,1.443675E+01,1.314674E+04,1.254202E+04,5.283301E-01,1.229045E+00,2.023452E+04,1.708303E+04,8.131689E-01,1.674042E+00,1.334031E+04,1.883715E+04,5.361093E-01,1.845939E+00
15:20:00,0.000000E+00,3.298467E+04,0.000000E+00,3.232000E+00,2.609884E+03,6.895018E+04,1.048947E-01,6.756356E+00,1.289302E+05,7.576224E+05,5.181881E+00,7.423849E+01,4.992535E+04,1.394731E+05,2.006383E+00,1.366744E+01,1.010155E+04,1.474110E+04,4.059768E-01,1.444485E+00,6.895424E+03,1.049499E+04,2.771237E-01,1.028405E+00,1.032343E+04,1.428965E+04,4.148942E-01,1.400245E+00,6.881021E+03,1.749526E+04,2.765448E-01,1.714361E+00,1.315978E+05,1.615736E+05,5.288865E+00,1.583261E+01,8.700465E+04,1.194820E+05,3.496679E+00,1.170801E+01,1.327535E+05,1.579576E+05,5.335313E+00,1.547826E+01,8.842506E+04,1.882375E+05,3.553765E+00,1.844537E+01,2.016654E+04,2.944929E+04,8.104369E-01,1.442844E+01,1.315227E+04,1.247115E+04,5.285525E-01,1.222101E+00,2.024336E+04,1.700094E+04,8.135242E-01,1.665999E+00,1.334585E+04,1.934777E+04,5.363319E-01,1.895974E+00
15:30:00,0.000000E+00,3.290320E+04,0.000000E+00,3.224017E+00,2.610064E+03,6.879617E+04,1.049020E-01,6.741265E+00,1.289306E+05,7.553777E+05,5.181898E+00,7.401854E+01,5.111474E+04,1.395423E+05,2.054183E+00,1.367424E+01,1.010156E+04,1.472614E+04,4.059773E-01,1.443019E+00,6.895432E+03,1.043403E+04,2.771240E-01,1.022432E+00,1.032345E+04,1.418196E+04,4.148947E-01,1.389692E+00,6.881029E+03,1.789211E+04,2.765452E-01,1.753246E+00,1.315977E+05,1.613551E+05,5.288860E+00,1.581120E+01,8.700456E+04,1.184456E+05,3.496675E+00,1.160646E+01,1.327534E+05,1.567945E+05,5.335308E+00,1.536429E+01,8.842497E+04,1.929788E+05,3.553761E+00,1.890996E+01,2.017540E+04,2.943599E+04,8.107929E-01,1.442192E+01,1.315782E+04,1.239350E+04,5.287754E-01,1.214492E+00,2.025221E+04,1.692400E+04,8.138798E-01,1.658459E+00,1.335140E+04,1.985123E+04,5.365549E-01,1.945308E+00
15:40:00,0.000000E+00,3.282390E+04,0.000000E+00,3.216247E+00,2.610244E+03,6.864425E+04,1.049092E-01,6.726379E+00,1.289310E+05,7.531829E+05,5.181915E+00,7.380348E+01,5.230810E+04,1.396307E+05,2.102143E+00,1.368292E+01,1.010158E+04,1.472486E+04,4.059778E-01,1.442893E+00,6.895440E+03,1.036630E+04,2.771243E-01,1.015794E+00,1.032346E+04,1.408408E+04,4.148953E-01,1.380101E+00,6.881037E+03,1.827008E+04,2.765455E-01,1.790282E+00,1.315975E+05,1.612781E+05,5.288855E+00,1.580367E+01,8.700447E+04,1.173629E+05,3.496672E+00,1.150037E+01,1.327532E+05,1.557105E+05,5.335302E+00,1.525807E+01,8.842488E+04,1.975476E+05,3.553758E+00,1.935764E+01,2.018427E+04,2.943911E+04,8.111493E-01,1.442345E+01,1.316337E+04,1.231089E+04,5.289987E-01,1.206397E+00,2.026106E+04,1.685452E+04,8.142356E-01,1.651651E+00,1.335696E+04,2.033721E+04,5.367783E-01,1.992929E+00
15:50:00,0.000000E+00,3.274668E+04,0.000000E+00,3.208682E+00,2.610423E+03,6.849468E+04,1.049164E-01,6.711723E+00,1.289315E+05,7.510391E+05,5.181932E+00,7.359342E+01,5.350635E+04,1.397278E+05,2.150298E+00,1.369244E+01,1.010159E+04,1.474743E+04,4.059784E-01,1.445105E+00,6.895448E+03,1.029310E+04,2.771246E-01,1.008622E+00,1.032347E+04,1.399524E+04,4.148958E-01,1.371397E+00,6.881045E+03,1.862207E+04,2.765458E-01,1.824772E+00,1.315974E+05,1.614461E+05,5.288849E+00,1.582012E+01,8.700438E+04,1.162458E+05,3.496668E+00,1.139090E+01,1.327531E+05,1.546967E+05,5.335297E+00,1.515874E+01,8.842479E+04,2.018649E+05,3.553754E+00,1.978068E+01,2.019317E+04,2.946944E+04,8.115069E-01,1.443831E+01,1.316895E+04,1.222428E+04,5.292229E-01,1.197910E+00,2.026995E+04,1.679169E+04,8.145925E-01,1.645494E+00,1.336254E+04,2.079744E+04,5.370026E-01,2.038026E+00
16:00:00,0.000000E+00,3.267151E+04,0.000000E+00,3.201316E+00,2.610604E+03,6.834781E+04,1.049237E-01,6.697332E+00,1.289319E+05,7.489489E+05,5.181950E+00,7.338860E+01,5.471176E+04,1.398266E+05,2.198742E+00,1.370213E+01,1.010160E+04,1.480127E+04,4.059789E-01,1.450382E+00,6.895456E+03,1.021464E+04,2.771250E-01,1.000934E+00,1.032348E+04,1.391059E+04,4.148963E-01,1.363101E+00,6.881053E+03,1.894518E+04,2.765461E-01,1.856432E+00,1.315973E+05,1.619383E+05,5.288844E+00,1.586836E+01,8.700430E+04,1.150946E+05,3.496665E+00,1.127810E+01,1.327530E+05,1.537131E+05,5.335292E+00,1.506236E+01,8.842471E+04,2.058952E+05,3.553751E+00,2.017558E+01,2.020224E+04,2.953493E+04,8.118717E-01,1.447039E+01,1.317465E+04,1.213341E+04,5.294518E-01,1.189004E+00,2.027901E+04,1.673064E+04,8.149567E-01,1.639512E+00,1.336824E+04,2.122794E+04,5.372316E-01,2.080211E+00
16:10:00,0.000000E+00,3.259831E+04,0.000000E+00,3.194144E+00,2.610780E+03,6.820364E+04,1.049308E-01,6.683205E+00,1.289323E+05,7.469101E+05,5.181967E+00,7.318883E+01,5.472053E+04,1.421532E+05,2.199096E+00,1.393012E+01,1.010162E+04,1.489381E+04,4.059795E-01,1.459450E+00,6.895464E+03,1.013244E+04,2.771253E-01,9.928784E-01,1.032350E+04,1.382584E+04,4.148969E-01,1.354797E+00,6.881061E+03,1.923809E+04,2.765465E-01,1.885133E+00,1.315972E+05,1.628259E+05,5.288840E+00,1.595535E+01,8.700422E+04,1.139244E+05,3.496662E+00,1.116343E+01,1.327529E+05,1.527190E+05,5.335288E+00,1.496494E+01,8.842463E+04,2.096203E+05,3.553748E+00,2.054059E+01,2.021112E+04,2.964361E+04,8.122285E-01,1.452364E+01,1.318022E+04,1.204003E+04,5.296758E-01,1.179854E+00,2.028786E+04,1.666768E+04,8.153127E-01,1.633342E+00,1.337381E+04,2.162721E+04,5.374556E-01,2.119335E+00
