Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Gas:Facility [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 07/21  20:00:00,5219795414.878637,3059631555.0767996,5219795414.878637,301903635.1561447,23598592.715139774 
 07/21  21:00:00,5144745424.711285,3059631555.0767996,5144745424.711285,279812977.09191009,23613775.21991417 
 07/21  22:00:00,5061080874.874553,3024964957.6799995,5061080874.874553,268345663.00912185,15712603.607343205 
 07/21  23:00:00,3039365738.549261,3024964957.6799995,3039365738.549261,0.0,7883681.496694577 
 07/21  24:00:00,3039365742.0189177,3024964957.6799995,3039365742.0189177,0.0,7883076.159720387,121877298730.19036,832090712.4642851,41688.82490222543,14.487848048827893,91.06759962735339,75.87141316062396,0.9793129703611797,228.15452622322719,0.0,2.1224334305757579,0.0,0.0,1.2441014308201713,0.0006873584496086265,0.003385928594046441,52523.70440064839,0.0,0.0,12018.839477040312 
 06/20  01:00:00,473321896.6129885,458922943.944,473321896.6129885,0.0,72000.0 
 06/20  02:00:00,473321901.62827196,458922943.944,473321901.62827196,0.0,7881513.071950182 
 06/20  03:00:00,473321903.2396035,458922943.944,473321903.2396035,0.0,7881212.228279516 
 06/20  04:00:00,473321904.30382409,458922943.944,473321904.30382409,0.0,7880910.267166345 
 06/20  05:00:00,473327879.3082903,458922943.944,473327879.3082903,0.0,15709607.03514852 
 06/20  06:00:00,466126405.90397498,458922943.944,466126405.90397498,0.0,7880909.299954977 
 06/20  07:00:00,458930903.4112293,458922943.944,458930903.41122928,0.0,7881590.777607022 
 06/20  08:00:00,784834264.4275414,458922943.944,784834264.4275414,23134644.570022547,7881803.034474226 
 06/20  09:00:00,1159142162.6541014,458922943.944,1159142162.6541014,55436972.86821737,10993197.011306616 
 06/20  10:00:00,1150376296.9491873,458922943.944,1150376296.9491869,53007591.04410007,9924946.739467327 
 06/20  11:00:00,1319846262.9229515,458922943.944,1319846262.9229513,57517140.761367548,8173235.14170511 
 06/20  12:00:00,1291922365.6962028,458922943.944,1291922365.6962028,57361056.22237423,10760113.572891906 
 06/20  13:00:00,1307078703.7447694,458922943.944,1307078703.744769,57751788.27034117,17776970.793382098 
 06/20  14:00:00,1310181439.192523,458922943.944,1310181439.1925226,58226194.8780886,21151684.202945949 
 06/20  15:00:00,1175098378.4080258,458922943.944,1175098378.4080258,55585022.51838004,9565620.309798487 
 06/20  16:00:00,1035916714.9667628,458922943.944,1035916714.9667628,50930395.71763911,10577282.653871809 
 06/20  17:00:00,1279267270.4469746,458922943.944,1279267270.4469743,55703812.96309142,10558656.795511902 
 06/20  18:00:00,1139981542.9033867,458922943.944,1139981542.9033864,50785593.68277474,11416212.388125685 
 06/20  19:00:00,730642624.9675409,458922943.944,730642624.9675408,23134644.570022547,72000.0 
 06/20  20:00:00,743174532.7083647,458922943.944,743174532.7083649,23134644.570022547,7881696.761939843 
 06/20  21:00:00,747301569.0861727,458922943.944,747301569.0861727,23134644.570022547,15711179.416743767 
 06/20  22:00:00,473321905.8892133,458922943.944,473321905.8892133,0.0,7881668.832618411 
 06/20  23:00:00,473321905.7990098,458922943.944,473321905.7990099,0.0,7881365.343218171 
 06/20  24:00:00,473321906.5895482,458922943.944,473321906.5895482,0.0,7881062.8779908069 
 06/21  01:00:00,596393761.9358026,581992822.368,596393761.9358025,0.0,7884712.02365067 
 06/21  02:00:00,596393763.510507,581992822.368,596393763.510507,0.0,7884477.9689462189 
 06/21  03:00:00,596393767.4275775,581992822.368,596393767.4275775,0.0,7884250.066631911 
 06/21  04:00:00,596393772.837521,581992822.368,596393772.837521,0.0,7884023.2307135169 
 06/21  05:00:00,686113031.9958283,671706131.0400001,686113031.9958283,0.0,15717299.398955048 
 06/21  06:00:00,3157352015.4309947,671706131.0400001,3157352015.430995,439766541.97242948,17647584.01187756 
 06/21  07:00:00,3389543684.820427,1333892092.95,3389543684.820427,270974248.9263398,31502188.588664045 
 06/21  08:00:00,5653995600.928125,3320467267.0067999,5653995600.928124,378597200.67290356,55454415.8215172 
 06/21  09:00:00,5476453804.317885,3095134383.927599,5476453804.317885,395709683.8037997,63455797.849986258 
 06/21  10:00:00,5410911185.176895,3043134487.832399,5410911185.176895,392938916.70214197,63479238.30306981 
 06/21  11:00:00,5487866515.29342,3095134383.927599,5487866515.29342,389889837.0473677,79603013.12005952 
 06/21  12:00:00,5409450435.759968,3102064245.7416,5409450435.759967,348578718.99826219,93032364.07648546 
 06/21  13:00:00,5535415568.839957,3138467630.6735985,5535415568.839957,382068652.08606758,90676445.80449702 
 06/21  14:00:00,5424701220.751225,3043134487.832399,5424701220.7512249,356241448.7623688,55431253.22325274 
 06/21  15:00:00,5357703612.538984,3043134487.832399,5357703612.538984,333966116.3046039,55410815.3151234 
 06/21  16:00:00,5345506476.903253,3121134331.975199,5345506476.903252,324827036.9012471,71555195.74184729 
 06/21  17:00:00,3984427297.824603,2049814738.490401,3984427297.8246028,239196650.18269409,39483876.56619631 
 06/21  18:00:00,2980242094.6378338,1134559157.9183999,2980242094.6378338,190253062.1379596,39391104.78236912 
 06/21  19:00:00,2888567992.987001,1065225963.1248,2888567992.987001,184908117.97226323,23605099.602753186 
 06/21  20:00:00,2659678431.2251698,885799345.7808001,2659678431.2251698,181531321.0485887,23625619.004806039 
 06/21  21:00:00,2622948597.151462,851132748.3840001,2622948597.151462,181500335.21398584,15716181.992426096 
 06/21  22:00:00,686107075.066454,671706131.0400001,686107075.066454,0.0,7884868.561742054 
 06/21  23:00:00,596393772.6543958,581992822.368,596393772.6543958,0.0,7884010.798366174 
 06/21  24:00:00,596393769.6601689,581992822.368,596393769.6601689,0.0,15697724.612789132 
 06/22  01:00:00,596393758.6624879,581992822.368,596393758.6624879,0.0,7884474.007659952 
 06/22  02:00:00,596393756.3068029,581992822.368,596393756.3068029,0.0,7884228.065297246 
 06/22  03:00:00,596393756.7064597,581992822.368,596393756.7064597,0.0,7883986.025224356 
 06/22  04:00:00,596393758.4708808,581992822.368,596393758.4708808,0.0,7884933.529599729 
 06/22  05:00:00,686113032.7985447,671706131.0400001,686113032.7985447,0.0,15716097.205676899 
 06/22  06:00:00,2766353886.820298,671706131.0400001,2766353886.820298,265597408.13276107,19519370.24370405 
 06/22  07:00:00,3183377828.3582599,1333892092.95,3183377828.35826,183445728.15388174,31503708.786696916 
 06/22  08:00:00,5431610016.3843,3320467267.0067999,5431610016.384301,260893739.1836052,55459124.8641158 
 06/22  09:00:00,5098372618.758607,3095134383.927599,5098372618.758606,247819065.54651497,63446664.61717573 
 06/22  10:00:00,4973399693.979705,3043134487.832399,4973399693.979704,245596656.28045238,63476320.96209739 
 06/22  11:00:00,5070976770.721502,3095134383.927599,5070976770.721501,247819734.7357402,71646193.19097945 
 06/22  12:00:00,5057884063.205671,3102064245.7416,5057884063.20567,241022602.8052698,95938404.5953675 
 06/22  13:00:00,5219947078.665769,3138467630.6735985,5219947078.665769,260119608.61641533,87812797.42445609 
 06/22  14:00:00,5173727387.306142,3043134487.832399,5173727387.306142,264082442.83819337,55425348.79171993 
 06/22  15:00:00,5237820017.77519,3043134487.832399,5237820017.77519,279622569.48614,55400847.02863454 
 06/22  16:00:00,5410928640.032662,3121134331.975199,5410928640.032662,301334451.03093507,71552621.88499156 
 06/22  17:00:00,4181762849.3311159,2049814738.490401,4181762849.3311159,248112978.09639619,47357645.949921768 
 06/22  18:00:00,3160435689.482079,1134559157.9183999,3160435689.4820787,213602838.46062739,31529540.430679505 
 06/22  19:00:00,3018888513.542691,1065225963.1248,3018888513.5426905,194678975.51385785,23606076.679628985 
 06/22  20:00:00,2827767262.1917788,885799345.7808001,2827767262.1917788,182860022.45753867,31478674.862098416 
 06/22  21:00:00,2777135920.1519706,851132748.3840001,2777135920.1519706,181500335.21398584,15717062.41122871 
 06/22  22:00:00,686107069.1178582,671706131.0400001,686107069.1178582,0.0,7884582.559183389 
 06/22  23:00:00,596393756.5271616,581992822.368,596393756.5271616,0.0,7884337.579133871 
 06/22  24:00:00,596393756.8306325,581992822.368,596393756.8306323,0.0,7884095.6164930439 
 06/23  01:00:00,596393752.9377791,581992822.368,596393752.9377791,0.0,7885009.321400479 
 06/23  02:00:00,596393756.6098079,581992822.368,596393756.6098079,0.0,7884741.164738568 
 06/23  03:00:00,596393758.3563495,581992822.368,596393758.3563495,0.0,15696709.921803352 
 06/23  04:00:00,596393756.851667,581992822.368,596393756.8516669,0.0,7883970.846792774 
 06/23  05:00:00,686113016.4613696,671706131.0400001,686113016.4613698,0.0,7893760.761582554 
 06/23  06:00:00,2793380822.7482779,671706131.0400001,2793380822.748277,267058218.14893449,19125334.33934151 
 06/23  07:00:00,3264917695.5090935,1333892092.95,3264917695.5090935,185517253.65942604,31508057.409598739 
 06/23  08:00:00,5481361208.857131,3320467267.0067999,5481361208.857131,243398727.39692564,55456889.46586506 
 06/23  09:00:00,5315749723.369194,3095134383.927599,5315749723.369194,248093609.9921836,63438534.475542429 
 06/23  10:00:00,5304873789.323913,3043134487.832399,5304873789.323913,265592724.6336465,63472106.81793402 
 06/23  11:00:00,5351018011.294018,3095134383.927599,5351018011.294018,268436839.3723306,79595892.89166446 
 06/23  12:00:00,5309756039.869163,3102064245.7416,5309756039.869162,253866506.82567448,87898127.94293989 
 06/23  13:00:00,5445997570.575277,3138467630.6735985,5445997570.575276,258930097.42163427,87811983.38277802 
 06/23  14:00:00,5248390080.6155819,3043134487.832399,5248390080.6155819,246999674.5302292,63343112.59635154 
 06/23  15:00:00,5144783246.502231,3043134487.832399,5144783246.502231,246930777.56585688,47490200.66417224 
 06/23  16:00:00,5271476445.85861,3121134331.975199,5271476445.85861,257066098.23697344,71557280.9221272 
 06/23  17:00:00,4110034028.725672,2049814738.490401,4110034028.725672,224144508.1610634,47359454.348760899 
 06/23  18:00:00,3110555484.9635565,1134559157.9183999,3110555484.9635565,192495483.1955925,31525396.14961577 
 06/23  19:00:00,3015511437.2110898,1065225963.1248,3015511437.2110898,186435700.11097283,23607884.84941338 
 06/23  20:00:00,2817476096.4313509,885799345.7808001,2817476096.4313509,182177307.30354185,31479541.74156039 
 06/23  21:00:00,2767107422.730504,851132748.3840001,2767107422.730505,181500335.21398584,15715718.335093283 
 06/23  22:00:00,686107057.3880391,671706131.0400001,686107057.3880391,0.0,7884592.0008546099 
 06/23  23:00:00,596393749.6917235,581992822.368,596393749.6917235,0.0,7884297.543712414 
 06/23  24:00:00,596393753.952845,581992822.368,596393753.952845,0.0,7884042.464692748 
 06/24  01:00:00,596393752.0931333,581992822.368,596393752.0931333,0.0,7884946.760474707 
 06/24  02:00:00,596393750.7692382,581992822.368,596393750.7692382,0.0,15697047.9576855 
 06/24  03:00:00,596393748.4088922,581992822.368,596393748.4088922,0.0,7884116.850792794 
 06/24  04:00:00,596393744.8052487,581992822.368,596393744.8052487,0.0,7883846.650958552 
 06/24  05:00:00,686113010.4062532,671706131.0400001,686113010.4062532,0.0,15716816.262806565 
 06/24  06:00:00,2724557346.9839675,671706131.0400001,2724557346.9839675,249360508.29027183,11400617.59381174 
 06/24  07:00:00,3131769892.6524379,1333892092.95,3131769892.652437,183853817.60753755,31501055.52138351 
 06/24  08:00:00,5371200211.931701,3320467267.0067999,5371200211.931702,235696819.23622967,55446156.12602913 
 06/24  09:00:00,5255292035.658416,3095134383.927599,5255292035.658415,248540958.2363822,63446236.83416966 
 06/24  10:00:00,5239413102.050541,3043134487.832399,5239413102.050542,259600622.94156874,63466696.083471778 
 06/24  11:00:00,5331671600.44054,3095134383.927599,5331671600.44054,267033280.33902026,79590445.74915079 
 06/24  12:00:00,5360966414.611474,3102064245.7416,5360966414.611473,255680431.05680494,91104156.95975948 
 06/24  13:00:00,5473795905.788012,3138467630.6735985,5473795905.788012,265352658.36419235,86433119.50119362 
 06/24  14:00:00,5355656333.136401,3043134487.832399,5355656333.136401,263136119.9350283,61508653.833182748 
 06/24  15:00:00,5317900337.3011679,3043134487.832399,5317900337.3011679,253405107.32221724,47491262.44402804 
 06/24  16:00:00,5280576613.8874659,3121134331.975199,5280576613.8874649,260927953.52779735,71548024.95683357 
 06/24  17:00:00,3979099984.8668038,2049814738.490401,3979099984.866804,223158779.69088123,47358849.312847267 
 06/24  18:00:00,2967219501.728348,1134559157.9183999,2967219501.728347,187574200.68907155,31529814.668007338 
 06/24  19:00:00,2940365048.9450285,1065225963.1248,2940365048.9450285,182547316.9940556,23605851.681722683 
 06/24  20:00:00,2806440694.9376289,885799345.7808001,2806440694.9376289,181501367.578184,31476640.614313283 
 06/24  21:00:00,2746879922.9339916,851132748.3840001,2746879922.9339916,181500335.21398584,15716191.592825912 
 06/24  22:00:00,686107052.6226988,671706131.0400001,686107052.6226988,0.0,7884509.7548688999 
 06/24  23:00:00,596393742.4970095,581992822.368,596393742.4970094,0.0,7884792.606736672 
 06/24  24:00:00,596393744.3063761,581992822.368,596393744.3063761,0.0,7884520.656469734 
 06/25  01:00:00,596393742.0180539,581992822.368,596393742.0180539,0.0,7884223.855758878 
 06/25  02:00:00,596393747.1734128,581992822.368,596393747.1734128,0.0,7883926.561675671 
 06/25  03:00:00,596393743.8545232,581992822.368,596393743.8545232,0.0,15697353.303121522 
 06/25  04:00:00,596393740.1658571,581992822.368,596393740.165857,0.0,7884248.219232173 
 06/25  05:00:00,686112998.7539257,671706131.0400001,686112998.7539256,0.0,15715171.440645166 
 06/25  06:00:00,2660542172.1322515,671706131.0400001,2660542172.132251,235157310.75172413,11656418.052614848 
 06/25  07:00:00,3168830853.269584,1333892092.95,3168830853.269584,181544956.81345023,31505249.60050445 
 06/25  08:00:00,5344442763.884801,3320467267.0067999,5344442763.884802,217331443.24548073,55448639.93192965 
 06/25  09:00:00,5234218854.591268,3095134383.927599,5234218854.591268,231556235.42236937,63441176.16629948 
 06/25  10:00:00,5138875513.789846,3043134487.832399,5138875513.789845,237186665.86876516,63469199.43406154 
 06/25  11:00:00,5271600092.175053,3095134383.927599,5271600092.175052,247146642.14206783,79588252.52166231 
 06/25  12:00:00,5314720976.825679,3102064245.7416,5314720976.825678,247422088.743106,87911482.48521784 
 06/25  13:00:00,5425845432.839415,3138467630.6735985,5425845432.839415,267342693.56751136,87799539.20876904 
 06/25  14:00:00,5386304424.116554,3043134487.832399,5386304424.116553,272324088.5421541,55419932.62505861 
 06/25  15:00:00,5337267550.905405,3043134487.832399,5337267550.905405,276700368.5034514,55403216.88146702 
 06/25  16:00:00,5358362704.670212,3121134331.975199,5358362704.670212,279563366.0298727,71535288.6064284 
 06/25  17:00:00,4150866699.9799659,2049814738.490401,4150866699.9799659,245655921.88274984,39476444.42638111 
 06/25  18:00:00,3097418338.1522858,1134559157.9183999,3097418338.152285,196616693.16898538,39394478.329699959 
 06/25  19:00:00,2996659265.3342826,1065225963.1248,2996659265.334282,185624126.3774265,23608568.55115252 
 06/25  20:00:00,2818034890.155756,885799345.7808001,2818034890.155756,181704582.12378288,31473958.535585956 
 06/25  21:00:00,2775972579.2944495,851132748.3840001,2775972579.2944495,181516794.61168478,7894712.432558533 
 06/25  22:00:00,686107055.1667008,671706131.0400001,686107055.1667008,0.0,15696455.56420488 
 06/25  23:00:00,596393743.7440857,581992822.368,596393743.7440856,0.0,7884668.4683430739 
 06/25  24:00:00,596393738.7709128,581992822.368,596393738.7709128,0.0,7884383.16192001 
 06/26  01:00:00,473323852.6046184,458922943.944,473323852.6046184,0.0,7884059.305873055 
 06/26  02:00:00,473323853.19910427,458922943.944,473323853.1991043,0.0,7883755.156752338 
 06/26  03:00:00,473323853.8067344,458922943.944,473323853.8067345,0.0,7884631.655584642 
 06/26  04:00:00,473323857.8839078,458922943.944,473323857.8839078,0.0,7884332.150322005 
 06/26  05:00:00,473329802.3121569,458922943.944,473329802.312157,0.0,15715067.81819648 
 06/26  06:00:00,2716914333.845911,671706131.0400001,2716914333.8459107,230984396.89446817,19159115.340411828 
 06/26  07:00:00,2732349962.089698,810372520.6271999,2732349962.089698,182848849.7430487,15735432.841987633 
 06/26  08:00:00,3255274643.9209129,1274962335.0407994,3255274643.9209129,190130404.87606264,23607341.661678886 
 06/26  09:00:00,3392493752.112345,1335628880.4851995,3392493752.112345,203450311.59337036,39391015.07141165 
 06/26  10:00:00,3394113527.2048256,1309628932.4375995,3394113527.2048256,210458381.18139369,31500479.59054672 
 06/26  11:00:00,3434605171.976389,1370295477.8819993,3434605171.976389,211433533.5600512,31554015.798916427 
 06/26  12:00:00,2896007044.872612,881884136.8332001,2896007044.872612,200092480.18734796,39374308.549113389 
 06/26  13:00:00,2794830813.891767,812550942.0396,2794830813.8917677,195536213.65223185,31497124.67839034 
 06/26  14:00:00,2640585080.5872766,769217695.2936002,2640585080.5872766,188528236.15905345,23604288.099761957 
 06/26  15:00:00,2559477159.034018,734551097.8968002,2559477159.034018,186065073.14692734,15745965.609582413 
 06/26  16:00:00,2568154786.0599935,743217747.2460002,2568154786.0599935,186348240.83849783,23599108.617855804 
 06/26  17:00:00,2358862167.420321,510922840.0392,2358862167.4203207,183793289.41435594,15710546.271801729 
 06/26  18:00:00,458936821.1004237,458922943.944,458936821.1004236,0.0,15709060.402701544 
 06/26  19:00:00,458936811.0845511,458922943.944,458936811.0845509,0.0,7890405.850649103 
 06/26  20:00:00,470929327.67076316,458922943.944,470929327.67076316,0.0,15709430.425114219 
 06/26  21:00:00,473331782.3888984,458922943.944,473331782.38889828,0.0,15721579.53084217 
 06/26  22:00:00,473323859.70077398,458922943.944,473323859.70077398,0.0,7884089.774448995 
 06/26  23:00:00,473323854.16095796,458922943.944,473323854.16095796,0.0,7883790.015692425 
 06/26  24:00:00,473323851.4059713,458922943.944,473323851.4059713,0.0,7884667.555118468 
 06/27  01:00:00,473321871.19679567,458922943.944,473321871.1967956,0.0,7880626.639903345 
 06/27  02:00:00,473321870.3062632,458922943.944,473321870.3062633,0.0,7881186.274517438 
 06/27  03:00:00,473321871.4357425,458922943.944,473321871.4357425,0.0,7880786.194645359 
 06/27  04:00:00,473321870.725422,458922943.944,473321870.725422,0.0,7881354.10388968 
 06/27  05:00:00,473327803.5177511,458922943.944,473327803.5177511,0.0,7890144.4808598379 
 06/27  06:00:00,466126367.27585139,458922943.944,466126367.27585139,0.0,7881446.242601944 
 06/27  07:00:00,458930866.78652516,458922943.944,458930866.7865251,0.0,7881045.607024338 
 06/27  08:00:00,458930868.0353305,458922943.944,458930868.0353304,0.0,7880646.773163236 
 06/27  09:00:00,1295255728.6722403,458922943.944,1295255728.6722406,57563084.217323299,11964259.771407213 
 06/27  10:00:00,1164075111.7546025,458922943.944,1164075111.7546025,57478217.704375367,10963892.044443185 
 06/27  11:00:00,1158465025.620468,458922943.944,1158465025.6204682,59420214.21924408,10832220.605489403 
 06/27  12:00:00,1131661803.7422317,458922943.944,1131661803.7422317,57383388.76792692,18548886.089900707 
 06/27  13:00:00,1036472529.6572304,458922943.944,1036472529.6572303,55489970.05725494,20512799.265191176 
 06/27  14:00:00,1036709679.1703383,458922943.944,1036709679.1703383,55658928.22558332,13738322.35395705 
 06/27  15:00:00,1045315584.4788936,458922943.944,1045315584.4788935,57388524.57331729,10006521.636254034 
 06/27  16:00:00,1356225738.223975,458922943.944,1356225738.223975,57361056.22237423,9979779.388322635 
 06/27  17:00:00,1310249757.2233535,458922943.944,1310249757.2233532,59420214.21924408,8386755.360667026 
 06/27  18:00:00,1284745526.805013,458922943.944,1284745526.805013,59420214.21924408,8211983.752402743 
 06/27  19:00:00,1253182505.5284119,458922943.944,1253182505.5284117,55301898.22550438,9695906.360419315 
 06/27  20:00:00,598857167.9159349,458922943.944,598857167.9159349,4516304.542729646,9571193.11659558 
 06/27  21:00:00,473327800.9717482,458922943.944,473327800.9717482,0.0,7890618.825923419 
 06/27  22:00:00,473321870.2585768,458922943.944,473321870.2585768,0.0,7881290.682235433 
 06/27  23:00:00,473321870.84739956,458922943.944,473321870.8473996,0.0,7880890.61536237 
 06/27  24:00:00,473321871.49371775,458922943.944,473321871.49371775,0.0,7881459.156297864,452237138527.90438,5368446763.144967,154809.126311345,53.84952565525903,337.91728046161907,281.63587512395909,3.636250301670949,846.5893620679707,0.0,7.883676562879968,0.0,0.0,4.622308087651151,0.0025507611217495645,0.012564291187465746,194894.12737657608,0.0,0.0,44629.64677560833 
