Time,TSupCor.T,flo.temAirPer5.T,VSupCor_flow.V_flow
68870,310.211,297.163,0.000378182
68880,310.221,297.164,0.000378556
68880,310.221,297.164,0.000378556
68890,310.231,297.166,0.000378924
68890,310.231,297.166,0.000378924
68900,310.241,297.167,0.000379286
68900,310.241,297.167,0.000379286
68910,310.251,297.169,0.000379642
68910,310.251,297.169,0.000379642
68920,310.261,297.17,0.000379992
68920,310.261,297.17,0.000379992
68930,310.271,297.172,0.000380335
68930,310.271,297.172,0.000380335
68940,310.281,297.173,0.000380672
68940,310.281,297.173,0.000380672
68950,310.291,297.174,0.000381003
68950,310.291,297.174,0.000381003
68956.8,310.298,297.175,0.000381222
68956.8,310.298,297.175,0.000381222
68960,310.301,297.176,0.000381326
68960,310.301,297.176,0.000381326
68970,310.311,297.177,0.000381641
68970,310.311,297.177,0.000381641
68980,310.321,297.178,0.00038195
68980,310.321,297.178,0.00038195
68990,310.331,297.18,0.00038225
68990,310.331,297.18,0.00038225
69000,310.341,297.181,0.000382542
69000,310.341,297.181,0.000382542
69010,310.351,297.182,0.000382826
69010,310.351,297.182,0.000382826
69020,310.361,297.183,0.000383102
69020,310.361,297.183,0.000383102
69030,310.372,297.185,0.000383369
69030,310.372,297.185,0.000383369
69040,310.382,297.186,0.000383627
69040,310.382,297.186,0.000383627
69050,310.392,297.187,0.000383876
69050,310.392,297.187,0.000383876
69060,310.402,297.188,0.000384115
69060,310.402,297.188,0.000384115
69070,310.412,297.189,0.000384345
69070,310.412,297.189,0.000384345
69080,310.422,297.19,0.000384565
69080,310.422,297.19,0.000384565
69090,310.432,297.191,0.000384775
69090,310.432,297.191,0.000384775
69100,310.442,297.192,0.000384974
69100,310.442,297.192,0.000384974
69110,310.452,297.193,0.000385163
69110,310.452,297.193,0.000385163
69120,310.462,297.194,0.000385342
69120,310.462,297.194,0.000385342
69130,310.472,297.195,0.000385509
69130,310.472,297.195,0.000385509
69140,310.482,297.196,0.000385665
69140,310.482,297.196,0.000385665
69150,310.492,297.197,0.00038581
69150,310.492,297.197,0.00038581
69160,310.503,297.198,0.000385943
69160,310.503,297.198,0.000385943
69170,310.513,297.199,0.000386065
69170,310.513,297.199,0.000386065
69180,310.523,297.2,0.000386174
69180,310.523,297.2,0.000386174
69190,310.533,297.2,0.000386272
69190,310.533,297.2,0.000386272
69200,310.543,297.201,0.000386357
69200,310.543,297.201,0.000386357
69210,310.553,297.202,0.000386429
69210,310.553,297.202,0.000386429
69219.5,310.563,297.203,0.000386487
69219.5,310.563,297.203,0.000386487
69220,310.563,297.203,0.000386489
69220,310.563,297.203,0.000386489
69230,310.573,297.204,0.000386536
69230,310.573,297.204,0.000386536
69240,310.583,297.204,0.00038657
69240,310.583,297.204,0.00038657
69250,310.593,297.205,0.00038659
69250,310.593,297.205,0.00038659
69260,310.603,297.206,0.000386598
69260,310.603,297.206,0.000386598
69270,310.613,297.207,0.000386591
69270,310.613,297.207,0.000386591
69280,310.623,297.207,0.000386571
69280,310.623,297.207,0.000386571
69290,310.633,297.208,0.000386537
69290,310.633,297.208,0.000386537
69300,310.643,297.209,0.000386489
69300,310.643,297.209,0.000386489
69310,310.653,297.209,0.000386427
69310,310.653,297.209,0.000386427
69320,310.663,297.21,0.000386351
69320,310.663,297.21,0.000386351
69330,310.673,297.21,0.000386261
69330,310.673,297.21,0.000386261
69340,310.683,297.211,0.000386156
69340,310.683,297.211,0.000386156
69350,310.693,297.212,0.000386036
69350,310.693,297.212,0.000386036
69360,310.703,297.212,0.000385902
69360,310.703,297.212,0.000385902
69370,310.713,297.213,0.000385754
69370,310.713,297.213,0.000385754
69380,310.723,297.213,0.00038559
69380,310.723,297.213,0.00038559
69390,310.733,297.214,0.000385412
69390,310.733,297.214,0.000385412
69400,310.743,297.214,0.000385219
69400,310.743,297.214,0.000385219
69410,310.752,297.215,0.000385011
69410,310.752,297.215,0.000385011
69420,310.762,297.215,0.000384788
69420,310.762,297.215,0.000384788
69430,310.772,297.216,0.00038455
69430,310.772,297.216,0.00038455
69440,310.782,297.216,0.000384297
69440,310.782,297.216,0.000384297
69450,310.792,297.217,0.000384029
69450,310.792,297.217,0.000384029
69460,310.801,297.217,0.000383746
69460,310.801,297.217,0.000383746
69470,310.811,297.217,0.000383449
69470,310.811,297.217,0.000383449
69480,310.821,297.218,0.000383136
69480,310.821,297.218,0.000383136
69490,310.83,297.218,0.000382809
69490,310.83,297.218,0.000382809
69500,310.84,297.219,0.000382467
69500,310.84,297.219,0.000382467
69510,310.85,297.219,0.00038211
69510,310.85,297.219,0.00038211
69520,310.859,297.219,0.000381738
69520,310.859,297.219,0.000381738
69530,310.869,297.22,0.000381352
69530,310.869,297.22,0.000381352
69540,310.878,297.22,0.000380952
69540,310.878,297.22,0.000380952
69550,310.888,297.22,0.000380538
69550,310.888,297.22,0.000380538
69560,310.897,297.221,0.000380109
69560,310.897,297.221,0.000380109
69570,310.907,297.221,0.000379666
69570,310.907,297.221,0.000379666
69580,310.916,297.221,0.00037921
69580,310.916,297.221,0.00037921
69590,310.926,297.221,0.000378739
69590,310.926,297.221,0.000378739
69600,310.935,297.222,0.000378256
69600,310.935,297.222,0.000378256
69610,310.944,297.222,0.000377759
69610,310.944,297.222,0.000377759
69620,310.954,297.222,0.000377249
69620,310.954,297.222,0.000377249
69630,310.963,297.222,0.000376726
69630,310.963,297.222,0.000376726
69640,310.972,297.223,0.000376191
69640,310.972,297.223,0.000376191
69650,310.981,297.223,0.000375643
69650,310.981,297.223,0.000375643
69660,310.99,297.223,0.000375084
69660,310.99,297.223,0.000375084
69670,311,297.223,0.000374512
69670,311,297.223,0.000374512
69680,311.009,297.223,0.000373929
69680,311.009,297.223,0.000373929
69690,311.018,297.224,0.000373335
69690,311.018,297.224,0.000373335
69700,311.027,297.224,0.000372731
69700,311.027,297.224,0.000372731
69710,311.036,297.224,0.000372115
69710,311.036,297.224,0.000372115
69720,311.045,297.224,0.00037149
69720,311.045,297.224,0.00037149
69730,311.054,297.224,0.000370855
69730,311.054,297.224,0.000370855
69740,311.062,297.224,0.000370211
69740,311.062,297.224,0.000370211
69750,311.071,297.224,0.000369557
69750,311.071,297.224,0.000369557
69760,311.08,297.225,0.000368895
69760,311.08,297.225,0.000368895
69770,311.089,297.225,0.000368225
69770,311.089,297.225,0.000368225
69780,311.097,297.225,0.000367547
69780,311.097,297.225,0.000367547
69790,311.106,297.225,0.000366862
69790,311.106,297.225,0.000366862
69800,311.115,297.225,0.00036617
69800,311.115,297.225,0.00036617
69810,311.123,297.225,0.000365472
69810,311.123,297.225,0.000365472
69820,311.132,297.225,0.000364767
69820,311.132,297.225,0.000364767
69830,311.14,297.225,0.000364058
69830,311.14,297.225,0.000364058
69840,311.149,297.225,0.000363343
69840,311.149,297.225,0.000363343
69850,311.157,297.225,0.000362625
69850,311.157,297.225,0.000362625
69860,311.166,297.225,0.000361902
69860,311.166,297.225,0.000361902
69870,311.174,297.225,0.000361176
69870,311.174,297.225,0.000361176
69880,311.182,297.225,0.000360448
69880,311.182,297.225,0.000360448
69890,311.19,297.225,0.000359717
69890,311.19,297.225,0.000359717
69900,311.199,297.225,0.000358985
69900,311.199,297.225,0.000358985
69910,311.207,297.225,0.000358251
69910,311.207,297.225,0.000358251
69920,311.215,297.225,0.000357517
69920,311.215,297.225,0.000357517
69930,311.223,297.225,0.000356784
69930,311.223,297.225,0.000356784
69940,311.231,297.225,0.000356051
69940,311.231,297.225,0.000356051
69950,311.239,297.225,0.000355319
69950,311.239,297.225,0.000355319
69960,311.247,297.225,0.000354589
69960,311.247,297.225,0.000354589
69970,311.255,297.225,0.000353862
69970,311.255,297.225,0.000353862
69980,311.263,297.225,0.000353139
69980,311.263,297.225,0.000353139
69990,311.271,297.225,0.000352419
69990,311.271,297.225,0.000352419
70000,311.278,297.225,0.000351703
70000,311.278,297.225,0.000351703
70010,311.286,297.225,0.000350993
70010,311.286,297.225,0.000350993
70020,311.294,297.225,0.000350289
70020,311.294,297.225,0.000350289
70030,311.301,297.225,0.000349591
70030,311.301,297.225,0.000349591
70040,311.309,297.225,0.0003489
70040,311.309,297.225,0.0003489
70050,311.316,297.225,0.000348217
70050,311.316,297.225,0.000348217
70060,311.324,297.225,0.000347542
70060,311.324,297.225,0.000347542
70070,311.332,297.225,0.000346877
70070,311.332,297.225,0.000346877
70080,311.339,297.225,0.000346221
70080,311.339,297.225,0.000346221
70090,311.346,297.224,0.000345576
70090,311.346,297.224,0.000345576
70100,311.354,297.224,0.000344942
70100,311.354,297.224,0.000344942
70110,311.361,297.224,0.00034432
70110,311.361,297.224,0.00034432
70120,311.368,297.224,0.00034371
70120,311.368,297.224,0.00034371
70130,311.376,297.224,0.000343113
70130,311.376,297.224,0.000343113
70140,311.383,297.224,0.000342531
70140,311.383,297.224,0.000342531
70150,311.39,297.224,0.000341962
70150,311.39,297.224,0.000341962
70160,311.397,297.224,0.000341409
70160,311.397,297.224,0.000341409
70170,311.404,297.223,0.000340872
70170,311.404,297.223,0.000340872
70180,311.411,297.223,0.000340351
70180,311.411,297.223,0.000340351
70190,311.418,297.223,0.000339847
70190,311.418,297.223,0.000339847
70200,311.426,297.223,0.000339361
70200,311.426,297.223,0.000339361
70210,311.433,297.223,0.000338894
70210,311.433,297.223,0.000338894
70220,311.439,297.223,0.000338445
70220,311.439,297.223,0.000338445
70230,311.446,297.222,0.000338016
70230,311.446,297.222,0.000338016
70240,311.453,297.222,0.000337608
70240,311.453,297.222,0.000337608
70250,311.46,297.222,0.00033722
70250,311.46,297.222,0.00033722
70260,311.467,297.222,0.000336854
70260,311.467,297.222,0.000336854
70270,311.474,297.222,0.00033651
70270,311.474,297.222,0.00033651
70280,311.481,297.222,0.000336189
70280,311.481,297.222,0.000336189
70290,311.488,297.221,0.000335891
70290,311.488,297.221,0.000335891
70300,311.494,297.221,0.000335616
70300,311.494,297.221,0.000335616
70310,311.501,297.221,0.000335367
70310,311.501,297.221,0.000335367
70320,311.508,297.221,0.000335142
70320,311.508,297.221,0.000335142
70330,311.515,297.221,0.000334943
70330,311.515,297.221,0.000334943
70340,311.521,297.22,0.000334769
70340,311.521,297.22,0.000334769
70350,311.528,297.22,0.000334623
70350,311.528,297.22,0.000334623
70360,311.535,297.22,0.000334503
70360,311.535,297.22,0.000334503
70370,311.542,297.22,0.000334411
70370,311.542,297.22,0.000334411
70380,311.548,297.219,0.000334346
70380,311.548,297.219,0.000334346
70390,311.555,297.219,0.000334311
70390,311.555,297.219,0.000334311
70400,311.562,297.219,0.000334304
70400,311.562,297.219,0.000334304
70410,311.568,297.219,0.000334326
70410,311.568,297.219,0.000334326
70420,311.575,297.219,0.000334378
70420,311.575,297.219,0.000334378
70430,311.582,297.218,0.00033446
70430,311.582,297.218,0.00033446
70440,311.588,297.218,0.000334573
70440,311.588,297.218,0.000334573
70450,311.595,297.218,0.000334716
70450,311.595,297.218,0.000334716
70460,311.602,297.218,0.000334891
70460,311.602,297.218,0.000334891
70470,311.608,297.217,0.000335097
70470,311.608,297.217,0.000335097
70480,311.615,297.217,0.000335335
70480,311.615,297.217,0.000335335
70490,311.622,297.217,0.000335605
70490,311.622,297.217,0.000335605
70500,311.628,297.217,0.000335907
70500,311.628,297.217,0.000335907
70510,311.635,297.216,0.000336242
70510,311.635,297.216,0.000336242
70520,311.642,297.216,0.00033661
70520,311.642,297.216,0.00033661
70530,311.649,297.216,0.000337011
70530,311.649,297.216,0.000337011
70540,311.655,297.215,0.000337445
70540,311.655,297.215,0.000337445
70550,311.662,297.215,0.000337913
70550,311.662,297.215,0.000337913
70560,311.669,297.215,0.000338414
70560,311.669,297.215,0.000338414
70570,311.676,297.215,0.000338948
70570,311.676,297.215,0.000338948
70580,311.682,297.214,0.000339517
70580,311.682,297.214,0.000339517
70590,311.689,297.214,0.000340119
70590,311.689,297.214,0.000340119
70600,311.696,297.214,0.000340756
70600,311.696,297.214,0.000340756
70610,311.703,297.214,0.000341426
70610,311.703,297.214,0.000341426
70620,311.71,297.213,0.000342131
70620,311.71,297.213,0.000342131
70630,311.717,297.213,0.000342869
70630,311.717,297.213,0.000342869
70640,311.724,297.213,0.000343642
70640,311.724,297.213,0.000343642
70650,311.731,297.212,0.000344448
70650,311.731,297.212,0.000344448
70660,311.738,297.212,0.000345289
70660,311.738,297.212,0.000345289
70670,311.745,297.212,0.000346163
70670,311.745,297.212,0.000346163
70680,311.752,297.212,0.000347071
70680,311.752,297.212,0.000347071
70690,311.76,297.211,0.000348013
70690,311.76,297.211,0.000348013
70700,311.767,297.211,0.000348988
70700,311.767,297.211,0.000348988
70710,311.774,297.211,0.000349997
70710,311.774,297.211,0.000349997
70720,311.781,297.21,0.000351038
70720,311.781,297.21,0.000351038
70730,311.789,297.21,0.000352113
70730,311.789,297.21,0.000352113
70740,311.796,297.21,0.00035322
70740,311.796,297.21,0.00035322
70750,311.804,297.209,0.00035436
70750,311.804,297.209,0.00035436
70760,311.811,297.209,0.000355532
70760,311.811,297.209,0.000355532
70770,311.819,297.209,0.000356736
70770,311.819,297.209,0.000356736
70780,311.826,297.208,0.000357972
70780,311.826,297.208,0.000357972
70790,311.834,297.208,0.000359239
70790,311.834,297.208,0.000359239
70800,311.842,297.208,0.000360537
70800,311.842,297.208,0.000360537
70810,311.85,297.207,0.000361866
70810,311.85,297.207,0.000361866
70820,311.858,297.207,0.000363225
70820,311.858,297.207,0.000363225
70830,311.865,297.207,0.000364614
70830,311.865,297.207,0.000364614
70840,311.873,297.206,0.000366032
70840,311.873,297.206,0.000366032
70850,311.881,297.206,0.000367479
70850,311.881,297.206,0.000367479
70860,311.89,297.206,0.000368955
70860,311.89,297.206,0.000368955
70870,311.898,297.206,0.000370459
70870,311.898,297.206,0.000370459
70880,311.906,297.205,0.000371991
70880,311.906,297.205,0.000371991
70890,311.914,297.205,0.00037355
70890,311.914,297.205,0.00037355
70900,311.923,297.204,0.000375135
70900,311.923,297.204,0.000375135
70910,311.931,297.204,0.000376747
70910,311.931,297.204,0.000376747
70920,311.94,297.204,0.000378384
70920,311.94,297.204,0.000378384
70930,311.948,297.203,0.000380046
70930,311.948,297.203,0.000380046
70940,311.957,297.203,0.000381733
70940,311.957,297.203,0.000381733
70950,311.966,297.203,0.000383444
70950,311.966,297.203,0.000383444
70960,311.974,297.202,0.000385178
70960,311.974,297.202,0.000385178
70970,311.983,297.202,0.000386935
70970,311.983,297.202,0.000386935
70980,311.992,297.202,0.000388714
70980,311.992,297.202,0.000388714
70990,312.001,297.201,0.000390514
70990,312.001,297.201,0.000390514
71000,312.01,297.201,0.000392336
71000,312.01,297.201,0.000392336
71010,312.019,297.201,0.000394178
71010,312.019,297.201,0.000394178
71020,312.029,297.2,0.000396039
71020,312.029,297.2,0.000396039
71030,312.038,297.2,0.00039792
71030,312.038,297.2,0.00039792
71040,312.047,297.2,0.000399818
71040,312.047,297.2,0.000399818
71050,312.057,297.199,0.000401735
71050,312.057,297.199,0.000401735
71060,312.066,297.199,0.000403669
71060,312.066,297.199,0.000403669
71070,312.076,297.199,0.000405618
71070,312.076,297.199,0.000405618
71080,312.085,297.198,0.000407584
71080,312.085,297.198,0.000407584
71090,312.095,297.198,0.000409565
71090,312.095,297.198,0.000409565
71100,312.105,297.198,0.00041156
71100,312.105,297.198,0.00041156
71110,312.115,297.197,0.000413568
71110,312.115,297.197,0.000413568
71120,312.125,297.197,0.00041559
71120,312.125,297.197,0.00041559
71130,312.135,297.197,0.000417624
71130,312.135,297.197,0.000417624
71140,312.145,297.196,0.000419669
71140,312.145,297.196,0.000419669
71150,312.155,297.196,0.000421726
71150,312.155,297.196,0.000421726
71160,312.165,297.195,0.000423792
71160,312.165,297.195,0.000423792
71170,312.175,297.195,0.000425869
71170,312.175,297.195,0.000425869
71180,312.186,297.195,0.000427954
71180,312.186,297.195,0.000427954
71190,312.196,297.194,0.000430047
71190,312.196,297.194,0.000430047
71200,312.206,297.194,0.000432147
71200,312.206,297.194,0.000432147
71210,312.217,297.194,0.000434255
71210,312.217,297.194,0.000434255
71220,312.227,297.193,0.000436369
71220,312.227,297.193,0.000436369
71230,312.238,297.193,0.000438488
71230,312.238,297.193,0.000438488
71240,312.249,297.193,0.000440612
71240,312.249,297.193,0.000440612
71250,312.259,297.192,0.00044274
71250,312.259,297.192,0.00044274
71260,312.27,297.192,0.000444871
71260,312.27,297.192,0.000444871
71270,312.281,297.191,0.000447006
71270,312.281,297.191,0.000447006
71280,312.292,297.191,0.000449143
71280,312.292,297.191,0.000449143
71290,312.302,297.191,0.000451281
71290,312.302,297.191,0.000451281
71300,312.313,297.19,0.00045342
71300,312.313,297.19,0.00045342
71310,312.324,297.19,0.000455559
71310,312.324,297.19,0.000455559
71320,312.335,297.19,0.000457698
71320,312.335,297.19,0.000457698
71330,312.346,297.189,0.000459837
71330,312.346,297.189,0.000459837
71340,312.357,297.189,0.000461973
71340,312.357,297.189,0.000461973
71350,312.368,297.189,0.000464108
71350,312.368,297.189,0.000464108
71360,312.38,297.188,0.00046624
71360,312.38,297.188,0.00046624
71370,312.391,297.188,0.000468369
71370,312.391,297.188,0.000468369
71380,312.402,297.187,0.000470494
71380,312.402,297.187,0.000470494
71390,312.413,297.187,0.000472614
71390,312.413,297.187,0.000472614
71400,312.425,297.187,0.000474729
71400,312.425,297.187,0.000474729
71410,312.436,297.186,0.00047684
71410,312.436,297.186,0.00047684
71420,312.447,297.186,0.000478944
71420,312.447,297.186,0.000478944
71430,312.459,297.186,0.000481041
71430,312.459,297.186,0.000481041
71440,312.47,297.185,0.000483132
71440,312.47,297.185,0.000483132
71450,312.482,297.185,0.000485214
71450,312.482,297.185,0.000485214
71460,312.493,297.185,0.000487289
71460,312.493,297.185,0.000487289
71470,312.505,297.184,0.000489356
71470,312.505,297.184,0.000489356
71480,312.516,297.184,0.000491413
71480,312.516,297.184,0.000491413
71490,312.528,297.183,0.000493461
71490,312.528,297.183,0.000493461
71500,312.54,297.183,0.000495499
71500,312.54,297.183,0.000495499
71510,312.551,297.183,0.000497527
71510,312.551,297.183,0.000497527
71520,312.563,297.182,0.000499544
71520,312.563,297.182,0.000499544
71530,312.575,297.182,0.000501549
71530,312.575,297.182,0.000501549
71540,312.587,297.182,0.000503543
71540,312.587,297.182,0.000503543
71550,312.599,297.181,0.000505526
71550,312.599,297.181,0.000505526
71560,312.611,297.181,0.000507495
71560,312.611,297.181,0.000507495
71570,312.622,297.18,0.000509452
71570,312.622,297.18,0.000509452
71580,312.634,297.18,0.000511395
71580,312.634,297.18,0.000511395
71590,312.646,297.18,0.000513325
71590,312.646,297.18,0.000513325
71600,312.658,297.179,0.000515241
71600,312.658,297.179,0.000515241
71610,312.67,297.179,0.000517143
71610,312.67,297.179,0.000517143
71620,312.682,297.179,0.00051903
71620,312.682,297.179,0.00051903
71630,312.695,297.178,0.000520902
71630,312.695,297.178,0.000520902
71640,312.707,297.178,0.000522759
71640,312.707,297.178,0.000522759
71650,312.719,297.178,0.0005246
71650,312.719,297.178,0.0005246
71660,312.731,297.177,0.000526426
71660,312.731,297.177,0.000526426
71670,312.743,297.177,0.000528235
71670,312.743,297.177,0.000528235
71680,312.755,297.176,0.000530027
71680,312.755,297.176,0.000530027
71690,312.768,297.176,0.000531803
71690,312.768,297.176,0.000531803
71700,312.78,297.176,0.000533561
71700,312.78,297.176,0.000533561
71710,312.792,297.175,0.000535302
71710,312.792,297.175,0.000535302
71720,312.805,297.175,0.000537025
71720,312.805,297.175,0.000537025
71730,312.817,297.175,0.000538731
71730,312.817,297.175,0.000538731
71740,312.829,297.174,0.000540418
71740,312.829,297.174,0.000540418
71750,312.842,297.174,0.000542087
71750,312.842,297.174,0.000542087
71760,312.854,297.173,0.000543737
71760,312.854,297.173,0.000543737
71770,312.867,297.173,0.000545368
71770,312.867,297.173,0.000545368
71780,312.879,297.173,0.00054698
71780,312.879,297.173,0.00054698
71790,312.892,297.172,0.000548572
71790,312.892,297.172,0.000548572
71800,312.904,297.172,0.000550145
71800,312.904,297.172,0.000550145
71810,312.917,297.172,0.000551698
71810,312.917,297.172,0.000551698
71820,312.929,297.171,0.00055323
71820,312.929,297.171,0.00055323
71830,312.942,297.171,0.000554743
71830,312.942,297.171,0.000554743
71840,312.955,297.171,0.000556235
71840,312.955,297.171,0.000556235
71850,312.967,297.17,0.000557706
71850,312.967,297.17,0.000557706
71860,312.98,297.17,0.000559156
71860,312.98,297.17,0.000559156
71870,312.992,297.169,0.000560585
71870,312.992,297.169,0.000560585
71880,313.005,297.169,0.000561993
71880,313.005,297.169,0.000561993
71890,313.018,297.169,0.00056338
71890,313.018,297.169,0.00056338
71900,313.031,297.168,0.000564744
71900,313.031,297.168,0.000564744
71910,313.043,297.168,0.000566087
71910,313.043,297.168,0.000566087
71920,313.056,297.167,0.000567408
71920,313.056,297.167,0.000567408
71930,313.069,297.167,0.000568706
71930,313.069,297.167,0.000568706
71940,313.081,297.167,0.000569982
71940,313.081,297.167,0.000569982
71950,313.094,297.166,0.000571236
71950,313.094,297.166,0.000571236
71960,313.107,297.166,0.000572466
71960,313.107,297.166,0.000572466
71970,313.12,297.166,0.000573674
71970,313.12,297.166,0.000573674
71980,313.133,297.165,0.000574859
71980,313.133,297.165,0.000574859
71990,313.145,297.165,0.00057602
71990,313.145,297.165,0.00057602
72000,313.158,297.164,0.000577158
72000,313.158,297.164,0.000577158
72010,313.171,297.164,0.000578279
72010,313.171,297.164,0.000578279
72020,313.184,297.164,0.000579386
72020,313.184,297.164,0.000579386
72030,313.197,297.163,0.000580481
72030,313.197,297.163,0.000580481
72040,313.21,297.163,0.000581565
72040,313.21,297.163,0.000581565
72050,313.222,297.162,0.000582635
72050,313.222,297.162,0.000582635
72060,313.235,297.162,0.000583694
72060,313.235,297.162,0.000583694
72070,313.248,297.162,0.000584741
72070,313.248,297.162,0.000584741
72080,313.261,297.161,0.000585776
72080,313.261,297.161,0.000585776
72090,313.274,297.161,0.000586799
72090,313.274,297.161,0.000586799
72100,313.287,297.16,0.000587811
72100,313.287,297.16,0.000587811
72110,313.3,297.16,0.00058881
72110,313.3,297.16,0.00058881
72120,313.313,297.16,0.000589799
72120,313.313,297.16,0.000589799
72130,313.326,297.159,0.000590776
72130,313.326,297.159,0.000590776
72140,313.339,297.159,0.000591741
72140,313.339,297.159,0.000591741
72150,313.351,297.159,0.000592696
72150,313.351,297.159,0.000592696
72160,313.364,297.158,0.000593639
72160,313.364,297.158,0.000593639
72170,313.377,297.158,0.000594571
72170,313.377,297.158,0.000594571
72180,313.39,297.157,0.000595492
72180,313.39,297.157,0.000595492
72190,313.403,297.157,0.000596402
72190,313.403,297.157,0.000596402
72200,313.416,297.157,0.000597302
72200,313.416,297.157,0.000597302
72210,313.429,297.156,0.00059819
72210,313.429,297.156,0.00059819
72220,313.442,297.156,0.000599069
72220,313.442,297.156,0.000599069
72230,313.455,297.155,0.000599936
72230,313.455,297.155,0.000599936
72240,313.468,297.155,0.000600794
72240,313.468,297.155,0.000600794
72250,313.481,297.155,0.000601641
72250,313.481,297.155,0.000601641
72260,313.494,297.154,0.000602477
72260,313.494,297.154,0.000602477
72270,313.507,297.154,0.000603304
72270,313.507,297.154,0.000603304
72280,313.52,297.153,0.00060412
72280,313.52,297.153,0.00060412
72290,313.532,297.153,0.000604927
72290,313.532,297.153,0.000604927
72300,313.545,297.153,0.000605723
72300,313.545,297.153,0.000605723
72310,313.558,297.152,0.00060651
72310,313.558,297.152,0.00060651
72320,313.571,297.152,0.000607287
72320,313.571,297.152,0.000607287
72330,313.584,297.151,0.000608055
72330,313.584,297.151,0.000608055
72340,313.597,297.151,0.000608813
72340,313.597,297.151,0.000608813
72350,313.61,297.151,0.000609561
72350,313.61,297.151,0.000609561
72360,313.623,297.15,0.0006103
72360,313.623,297.15,0.0006103
72370,313.636,297.15,0.00061103
72370,313.636,297.15,0.00061103
72380,313.649,297.149,0.00061175
72380,313.649,297.149,0.00061175
72390,313.662,297.149,0.000612461
72390,313.662,297.149,0.000612461
72400,313.675,297.148,0.000613164
72400,313.675,297.148,0.000613164
72410,313.688,297.148,0.000613857
72410,313.688,297.148,0.000613857
72420,313.701,297.148,0.000614541
72420,313.701,297.148,0.000614541
72430,313.713,297.147,0.000615216
72430,313.713,297.147,0.000615216
72440,313.726,297.147,0.000615883
72440,313.726,297.147,0.000615883
72450,313.739,297.146,0.00061654
72450,313.739,297.146,0.00061654
72460,313.752,297.146,0.00061719
72460,313.752,297.146,0.00061719
72470,313.765,297.146,0.00061783
72470,313.765,297.146,0.00061783
72480,313.778,297.145,0.000618462
72480,313.778,297.145,0.000618462
72490,313.791,297.145,0.000619085
72490,313.791,297.145,0.000619085
72500,313.804,297.144,0.000619701
72500,313.804,297.144,0.000619701
72510,313.817,297.144,0.000620307
72510,313.817,297.144,0.000620307
72520,313.829,297.144,0.000620906
72520,313.829,297.144,0.000620906
72530,313.842,297.143,0.000621496
72530,313.842,297.143,0.000621496
72540,313.855,297.143,0.000622078
72540,313.855,297.143,0.000622078
72550,313.868,297.142,0.000622652
72550,313.868,297.142,0.000622652
72560,313.881,297.142,0.000623218
72560,313.881,297.142,0.000623218
72570,313.894,297.142,0.000623776
72570,313.894,297.142,0.000623776
72580,313.907,297.141,0.000624326
72580,313.907,297.141,0.000624326
72590,313.919,297.141,0.000624868
72590,313.919,297.141,0.000624868
72600,313.932,297.14,0.000625402
72600,313.932,297.14,0.000625402
72610,313.945,297.14,0.000625928
72610,313.945,297.14,0.000625928
72620,313.958,297.14,0.000626447
72620,313.958,297.14,0.000626447
72630,313.971,297.139,0.000626958
72630,313.971,297.139,0.000626958
72640,313.983,297.139,0.000627462
72640,313.983,297.139,0.000627462
72650,313.996,297.138,0.000627958
72650,313.996,297.138,0.000627958
72660,314.009,297.138,0.000628446
72660,314.009,297.138,0.000628446
72670,314.022,297.138,0.000628927
72670,314.022,297.138,0.000628927
72680,314.035,297.137,0.0006294
72680,314.035,297.137,0.0006294
72690,314.047,297.137,0.000629866
72690,314.047,297.137,0.000629866
72700,314.06,297.136,0.000630325
72700,314.06,297.136,0.000630325
72710,314.073,297.136,0.000630777
72710,314.073,297.136,0.000630777
72720,314.086,297.135,0.000631221
72720,314.086,297.135,0.000631221
72730,314.098,297.135,0.000631658
72730,314.098,297.135,0.000631658
72740,314.111,297.135,0.000632087
72740,314.111,297.135,0.000632087
72750,314.124,297.134,0.00063251
72750,314.124,297.134,0.00063251
72760,314.136,297.134,0.000632926
72760,314.136,297.134,0.000632926
72770,314.149,297.133,0.000633334
72770,314.149,297.133,0.000633334
72780,314.162,297.133,0.000633736
72780,314.162,297.133,0.000633736
72790,314.174,297.133,0.00063413
72790,314.174,297.133,0.00063413
72800,314.187,297.132,0.000634518
72800,314.187,297.132,0.000634518
72810,314.2,297.132,0.000634899
72810,314.2,297.132,0.000634899
72820,314.212,297.131,0.000635273
72820,314.212,297.131,0.000635273
72830,314.225,297.131,0.00063564
72830,314.225,297.131,0.00063564
72840,314.238,297.131,0.000636
72840,314.238,297.131,0.000636
72850,314.25,297.13,0.000636354
72850,314.25,297.13,0.000636354
72860,314.263,297.13,0.000636701
72860,314.263,297.13,0.000636701
72870,314.275,297.129,0.000637041
72870,314.275,297.129,0.000637041
72880,314.288,297.129,0.000637375
72880,314.288,297.129,0.000637375
72890,314.3,297.129,0.000637702
72890,314.3,297.129,0.000637702
72900,314.313,297.128,0.000638022
72900,314.313,297.128,0.000638022
72910,314.326,297.128,0.000638336
72910,314.326,297.128,0.000638336
72920,314.338,297.127,0.000638644
72920,314.338,297.127,0.000638644
72930,314.351,297.127,0.000638945
72930,314.351,297.127,0.000638945
72940,314.363,297.126,0.000639239
72940,314.363,297.126,0.000639239
72950,314.376,297.126,0.000639527
72950,314.376,297.126,0.000639527
