Time,TSupCor.T,flo.temAirPer5.T,VSupCor_flow.V_flow
56660,287.372,297.817,3.3062
56670,299.688,297.859,3.2986
56670,299.688,297.859,3.2986
56680,298.691,297.887,3.1973
56680,298.691,297.887,3.1973
56690,293.614,297.858,3.2977
56690,293.614,297.858,3.2977
56700,296.608,297.867,3.54754
56700,296.608,297.867,3.54754
56703.8,300.006,297.887,3.64749
56703.8,300.006,297.887,3.64749
56710,299.88,297.918,3.76845
56710,299.88,297.918,3.76845
56710.2,298.997,297.918,3.77172
56710.2,298.997,297.918,3.77172
56720,293.95,297.885,3.92955
56720,293.95,297.885,3.92955
56720.4,295.398,297.886,3.93489
56720.4,295.398,297.886,3.93489
56730,299.124,297.918,3.74879
56730,299.124,297.918,3.74879
56740,299.389,297.949,3.44594
56740,299.389,297.949,3.44594
56750,296.315,297.942,3.2212
56750,296.315,297.942,3.2212
56751.5,299.762,297.951,3.19299
56751.5,299.762,297.951,3.19299
56760,301.824,298.001,3.1091
56760,301.824,298.001,3.1091
56760.9,298.699,297.999,3.10739
56760.9,298.699,297.999,3.10739
56761.6,297.232,297.998,3.10884
56761.6,297.232,297.998,3.10884
56770,294.709,297.98,3.24923
56770,294.709,297.98,3.24923
56780,288.465,297.882,3.52668
56780,288.465,297.882,3.52668
56790,291.864,297.824,3.64004
56790,291.864,297.824,3.64004
56800,294.212,297.797,3.6743
56800,294.212,297.797,3.6743
56810,289.257,297.705,3.67338
56810,289.257,297.705,3.67338
56814.2,299.763,297.728,3.64927
56814.2,299.763,297.728,3.64927
56820,300.239,297.761,3.59928
56820,300.239,297.761,3.59928
56820.6,298.762,297.761,3.59359
56820.6,298.762,297.761,3.59359
56830,296.488,297.763,3.41322
56830,296.488,297.763,3.41322
56836.7,299.716,297.793,3.37233
56836.7,299.716,297.793,3.37233
56840,299.654,297.808,3.41016
56840,299.654,297.808,3.41016
56840.2,298.71,297.807,3.41313
56840.2,298.71,297.807,3.41313
56850,293.297,297.771,3.32446
56850,293.297,297.771,3.32446
56860,295.662,297.764,3.12821
56860,295.662,297.764,3.12821
56870,295.61,297.761,3.06749
56870,295.61,297.761,3.06749
56880,297.017,297.773,3.00679
56880,297.017,297.773,3.00679
56890,294.693,297.762,3.07546
56890,294.693,297.762,3.07546
56900,297.935,297.791,3.34357
56900,297.935,297.791,3.34357
56910,296.419,297.795,3.40216
56910,296.419,297.795,3.40216
56920,288.901,297.707,3.45528
56920,288.901,297.707,3.45528
56930,297.991,297.736,3.56121
56930,297.991,297.736,3.56121
56940,289.544,297.652,3.53285
56940,289.544,297.652,3.53285
56940.4,289.499,297.649,3.52933
56940.4,289.499,297.649,3.52933
56950,289.451,297.571,3.4525
56950,289.451,297.571,3.4525
56960,296.232,297.576,3.25568
56960,296.232,297.576,3.25568
56970,296.134,297.583,3.2181
56970,296.134,297.583,3.2181
56980,296.695,297.596,3.2029
56980,296.695,297.596,3.2029
56981,299.348,297.604,3.19164
56981,299.348,297.604,3.19164
56990,302.159,297.668,3.04673
56990,302.159,297.668,3.04673
56992.2,298.32,297.671,3.00912
56992.2,298.32,297.671,3.00912
57000,297.421,297.684,2.9051
57000,297.421,297.684,2.9051
57000.8,299.31,297.69,2.89669
57000.8,299.31,297.69,2.89669
57010,302.004,297.749,2.85651
57010,302.004,297.749,2.85651
57010.7,298.317,297.746,2.85662
57010.7,298.317,297.746,2.85662
57020,291.561,297.704,2.94284
57020,291.561,297.704,2.94284
57030,296.742,297.714,2.91723
57030,296.742,297.714,2.91723
57040,296.019,297.717,3.0343
57040,296.019,297.717,3.0343
57047.7,296.385,297.721,3.07024
57047.7,296.385,297.721,3.07024
57050,296.459,297.722,3.03589
57050,296.459,297.722,3.03589
57060,297.43,297.737,2.99923
57060,297.43,297.737,2.99923
57061.6,295.19,297.733,3.01451
57061.6,295.19,297.733,3.01451
57070,293.628,297.713,3.22621
57070,293.628,297.713,3.22621
57080,296.655,297.723,3.42733
57080,296.655,297.723,3.42733
57090,290.31,297.649,3.31207
57090,290.31,297.649,3.31207
57092,299.388,297.664,3.26468
57092,299.388,297.664,3.26468
57100,302.335,297.722,3.1511
57100,302.335,297.722,3.1511
57110,301.127,297.782,3.22332
57110,301.127,297.782,3.22332
57110.8,298.45,297.781,3.23654
57110.8,298.45,297.781,3.23654
57110.8,298.316,297.781,3.23741
57110.8,298.316,297.781,3.23741
57120,294.743,297.766,3.33942
57120,294.743,297.766,3.33942
57121.2,295.376,297.765,3.3475
57121.2,295.376,297.765,3.3475
57130,295.766,297.759,3.37063
57130,295.766,297.759,3.37063
57131.3,299.439,297.768,3.37373
57131.3,299.439,297.768,3.37373
57140,301.471,297.825,3.49347
57140,301.471,297.825,3.49347
57140.7,298.436,297.823,3.50631
57140.7,298.436,297.823,3.50631
57142.4,295.585,297.818,3.52423
57142.4,295.585,297.818,3.52423
57150,294.6,297.798,3.47555
57150,294.6,297.798,3.47555
57151.8,299.458,297.808,3.44108
57151.8,299.458,297.808,3.44108
57160,301.601,297.854,3.19992
57160,301.601,297.854,3.19992
57170,299.479,297.887,3.13814
57170,299.479,297.887,3.13814
57170.3,298.523,297.886,3.14187
57170.3,298.523,297.886,3.14187
57180,294.814,297.865,3.08715
57180,294.814,297.865,3.08715
57190,293.481,297.831,2.97997
57190,293.481,297.831,2.97997
57200,297.948,297.847,2.8658
57200,297.948,297.847,2.8658
57210,299.241,297.88,2.92093
57210,299.241,297.88,2.92093
57210.9,299.624,297.884,2.93542
57210.9,299.624,297.884,2.93542
57220,299.931,297.919,2.99953
57220,299.931,297.919,2.99953
57227.1,301.257,297.957,3.08109
57227.1,301.257,297.957,3.08109
57230,301.106,297.972,3.14164
57230,301.106,297.972,3.14164
57230.7,298.616,297.97,3.15801
57230.7,298.616,297.97,3.15801
57230.8,298.328,297.97,3.16059
57230.8,298.328,297.97,3.16059
57240,294.479,297.947,3.3824
57240,294.479,297.947,3.3824
57243.7,299.604,297.963,3.46562
57243.7,299.604,297.963,3.46562
57250,299.646,297.987,3.5851
57250,299.646,297.987,3.5851
57250.1,298.601,297.985,3.58731
57250.1,298.601,297.985,3.58731
57260,289.523,297.889,3.5488
57260,289.523,297.889,3.5488
57270,287.109,297.767,3.51932
57270,287.109,297.767,3.51932
57280,299.256,297.81,3.6756
57280,299.256,297.81,3.6756
57290,290.919,297.736,3.73037
57290,290.919,297.736,3.73037
57300,298.896,297.766,3.48232
57300,298.896,297.766,3.48232
57300.8,299.065,297.769,3.45633
57300.8,299.065,297.769,3.45633
57305.5,299.453,297.787,3.3789
57305.5,299.453,297.787,3.3789
57310,299.459,297.804,3.39351
57310,299.459,297.804,3.39351
57320,299.996,297.852,3.54386
57320,299.996,297.852,3.54386
57330,299.549,297.89,3.56613
57330,299.549,297.89,3.56613
57340,299.49,297.921,3.35957
57340,299.49,297.921,3.35957
57340.2,298.667,297.92,3.35513
57340.2,298.667,297.92,3.35513
57350,292.56,297.868,3.03313
57350,292.56,297.868,3.03313
57360,298.354,297.887,2.86512
57360,298.354,297.887,2.86512
57360.7,299.766,297.892,2.86157
57360.7,299.766,297.892,2.86157
57370,302.738,297.951,2.74135
57370,302.738,297.951,2.74135
57380,303.366,298.018,2.65013
57380,303.366,298.018,2.65013
57390,301.393,298.063,2.65244
57390,301.393,298.063,2.65244
57390.8,298.882,298.062,2.65524
57390.8,298.882,298.062,2.65524
57400,294.298,298.04,2.76253
57400,294.298,298.04,2.76253
57401.6,299.911,298.051,2.78539
57401.6,299.911,298.051,2.78539
57410,303.117,298.107,2.861
57410,303.117,298.107,2.861
57410.6,298.93,298.103,2.86429
57410.6,298.93,298.103,2.86429
57420,289.71,298.031,2.93515
57420,289.71,298.031,2.93515
57430,298.024,298.043,2.87013
57430,298.024,298.043,2.87013
57440,297.616,298.05,2.76298
57440,297.616,298.05,2.76298
57450,299.653,298.082,2.90443
57450,299.653,298.082,2.90443
57460,297.304,298.091,3.15362
57460,297.304,298.091,3.15362
57470,289.525,298.004,3.18612
57470,289.525,298.004,3.18612
57473.1,300.055,298.021,3.16746
57473.1,300.055,298.021,3.16746
57480,301.358,298.059,3.17642
57480,301.358,298.059,3.17642
57481.4,299.065,298.06,3.18579
57481.4,299.065,298.06,3.18579
57490,297.364,298.068,3.33296
57490,297.364,298.068,3.33296
57492.7,300.03,298.08,3.36762
57492.7,300.03,298.08,3.36762
57500,300.577,298.11,3.29303
57500,300.577,298.11,3.29303
57510,300.411,298.149,3.2266
57510,300.411,298.149,3.2266
57520,301.083,298.19,3.09421
57520,301.083,298.19,3.09421
57530,301.946,298.236,2.84341
57530,301.946,298.236,2.84341
57540,302.63,298.291,2.92343
57540,302.63,298.291,2.92343
57540.5,298.994,298.287,2.93866
57540.5,298.994,298.287,2.93866
57550,289.86,298.208,3.17627
57550,289.86,298.208,3.17627
57560,296.575,298.203,3.33692
57560,296.575,298.203,3.33692
57570,289.814,298.113,3.46096
57570,289.814,298.113,3.46096
57580,290.311,298.03,3.42819
57580,290.311,298.03,3.42819
57590,291.655,297.969,3.4128
57590,291.655,297.969,3.4128
57600,299.341,298.008,3.53905
57600,299.341,298.008,3.53905
57610,297.754,298.022,3.5307
57610,297.754,298.022,3.5307
57620,293.108,297.974,3.31473
57620,293.108,297.974,3.31473
57622.3,299.954,297.988,3.26686
57622.3,299.954,297.988,3.26686
57630,301.531,298.034,3.25436
57630,301.531,298.034,3.25436
57630.3,298.942,298.031,3.2564
57630.3,298.942,298.031,3.2564
57640,286.962,297.919,3.25325
57640,286.962,297.919,3.25325
57650,299.582,297.957,3.15611
57650,299.582,297.957,3.15611
57660,293.655,297.925,3.03916
57660,293.655,297.925,3.03916
57670,297.556,297.939,2.92153
57670,297.556,297.939,2.92153
57680,295.242,297.926,2.73665
57680,295.242,297.926,2.73665
57690,296.896,297.935,2.74223
57690,296.896,297.935,2.74223
57691.2,299.877,297.943,2.76002
57691.2,299.877,297.943,2.76002
57700,302.329,298.002,2.89757
57700,302.329,298.002,2.89757
57710,300.592,298.051,3.10752
57710,300.592,298.051,3.10752
57720,302.296,298.115,3.1588
57720,302.296,298.115,3.1588
57730,300.633,298.158,3.20902
57730,300.633,298.158,3.20902
57740,301.613,298.215,3.44345
57740,301.613,298.215,3.44345
57740.6,298.966,298.213,3.46079
57740.6,298.966,298.213,3.46079
57750,294.731,298.181,3.50623
57750,294.731,298.181,3.50623
57753.3,299.999,298.194,3.47664
57753.3,299.999,298.194,3.47664
57760,300.568,298.22,3.42136
57760,300.568,298.22,3.42136
57770,300.399,298.252,3.25543
57770,300.399,298.252,3.25543
57770.5,299.045,298.251,3.24545
57770.5,299.045,298.251,3.24545
57780,295.986,298.233,3.13834
57780,295.986,298.233,3.13834
57781.5,300.072,298.242,3.13446
57781.5,300.072,298.242,3.13446
57790,302.029,298.288,3.19067
57790,302.029,298.288,3.19067
57790.4,299.095,298.285,3.19488
57790.4,299.095,298.285,3.19488
57800,288.609,298.185,3.40743
57800,288.609,298.185,3.40743
57810,294.183,298.148,3.3901
57810,294.183,298.148,3.3901
57812.7,300.11,298.161,3.34102
57812.7,300.11,298.161,3.34102
57820,301.299,298.198,3.25224
57820,301.299,298.198,3.25224
57830,300.622,298.233,3.04538
57830,300.622,298.233,3.04538
57840,301.927,298.281,2.90074
57840,301.927,298.281,2.90074
57841.5,299.04,298.281,2.89523
57841.5,299.04,298.281,2.89523
57841.8,298.732,298.281,2.89459
57841.8,298.732,298.281,2.89459
57850,297.158,298.278,2.91685
57850,297.158,298.278,2.91685
57857.7,297.944,298.284,3.03946
57857.7,297.944,298.284,3.03946
57860,297.807,298.284,3.09278
57860,297.807,298.284,3.09278
57870,293.731,298.242,3.22905
57870,293.731,298.242,3.22905
57880,298.716,298.261,3.40465
57880,298.716,298.261,3.40465
57890,292.883,298.204,3.44682
57890,292.883,298.204,3.44682
57900,299.238,298.227,3.38941
57900,299.238,298.227,3.38941
57910,297.557,298.231,3.4407
57910,297.557,298.231,3.4407
57920,290.171,298.142,3.30989
57920,290.171,298.142,3.30989
57930,295.228,298.118,3.05954
57930,295.228,298.118,3.05954
57940,297.216,298.121,2.91083
57940,297.216,298.121,2.91083
57941.3,299.987,298.129,2.89695
57941.3,299.987,298.129,2.89695
57950,302.42,298.177,2.7613
57950,302.42,298.177,2.7613
57950.8,298.956,298.174,2.7475
57950.8,298.956,298.174,2.7475
57960,293.789,298.145,2.65299
57960,293.789,298.145,2.65299
57961,297.167,298.15,2.64991
57961,297.167,298.15,2.64991
57962.6,299.913,298.157,2.65445
57962.6,299.913,298.157,2.65445
57970,301.269,298.191,2.77692
57970,301.269,298.191,2.77692
57970.5,298.883,298.189,2.78722
57970.5,298.883,298.189,2.78722
57980,291.802,298.137,2.78566
57980,291.802,298.137,2.78566
57990,296.917,298.14,2.88162
57990,296.917,298.14,2.88162
57991.4,299.818,298.147,2.91285
57991.4,299.818,298.147,2.91285
58000,301.486,298.191,3.01998
58000,301.486,298.191,3.01998
58000.8,298.799,298.189,3.02542
58000.8,298.799,298.189,3.02542
58010,294.554,298.164,3.17056
58010,294.554,298.164,3.17056
58020,295.874,298.15,3.25343
58020,295.874,298.15,3.25343
58020.4,296.011,298.15,3.25348
58020.4,296.011,298.15,3.25348
58030,296.452,298.142,3.25759
58030,296.452,298.142,3.25759
58040,296.333,298.132,3.2055
58040,296.333,298.132,3.2055
58050,298.18,298.141,3.04728
58050,298.18,298.141,3.04728
58050.9,299.786,298.146,3.03197
58050.9,299.786,298.146,3.03197
58060,301.557,298.192,3.07966
58060,301.557,298.192,3.07966
58060.4,298.801,298.189,3.08689
58060.4,298.801,298.189,3.08689
58070,289.79,298.108,3.28524
58070,289.79,298.108,3.28524
58080,292.367,298.052,3.28205
58080,292.367,298.052,3.28205
58082.1,299.823,298.065,3.24448
58082.1,299.823,298.065,3.24448
58083.4,301.119,298.072,3.2155
58083.4,301.119,298.072,3.2155
58090,302.454,298.112,3.02318
58090,302.454,298.112,3.02318
58100,299.825,298.136,2.70812
58100,299.825,298.136,2.70812
58104.7,301.179,298.155,2.62942
58104.7,301.179,298.155,2.62942
58110,301.277,298.176,2.63939
58110,301.277,298.176,2.63939
58114.9,298.779,298.184,2.67191
58114.9,298.779,298.184,2.67191
58120,298.551,298.191,2.69245
58120,298.551,298.191,2.69245
58121.6,299.784,298.196,2.69967
58121.6,299.784,298.196,2.69967
58130,300.309,298.223,2.79414
58130,300.309,298.223,2.79414
58140,301.295,298.268,3.00984
58140,301.295,298.268,3.00984
58141.5,298.816,298.268,3.04755
58141.5,298.816,298.268,3.04755
58150,296.803,298.264,3.28105
58150,296.803,298.264,3.28105
58160,289.497,298.167,3.34672
58160,289.497,298.167,3.34672
58170,288.553,298.063,3.38657
58170,288.553,298.063,3.38657
58180,286.7,297.938,3.45869
58180,286.7,297.938,3.45869
58190,289.485,297.851,3.50482
58190,289.485,297.851,3.50482
58192.7,299.799,297.869,3.49331
58192.7,299.799,297.869,3.49331
58195.7,301.164,297.888,3.43765
58195.7,301.164,297.888,3.43765
58200,301.611,297.914,3.31047
58200,301.611,297.914,3.31047
58202.1,299.049,297.919,3.23985
58202.1,299.049,297.919,3.23985
58202.9,298.76,297.921,3.20994
58202.9,298.76,297.921,3.20994
58210,298.979,297.938,2.98175
58210,298.979,297.938,2.98175
58210.4,299.744,297.941,2.97068
58210.4,299.744,297.941,2.97068
58220,302.827,298.004,2.83737
58220,302.827,298.004,2.83737
58220.5,298.733,298,2.83603
58220.5,298.733,298,2.83603
58230,287.416,297.91,2.87909
58230,287.416,297.91,2.87909
58240,291.69,297.863,2.92931
58240,291.69,297.863,2.92931
58242.2,299.734,297.878,2.93384
58242.2,299.734,297.878,2.93384
58250,302.177,297.929,2.9438
58250,302.177,297.929,2.9438
58260,299.988,297.972,3.107
58260,299.988,297.972,3.107
58260.5,298.754,297.972,3.11949
58260.5,298.754,297.972,3.11949
58270,295.33,297.961,3.31736
58270,295.33,297.961,3.31736
58280,297.927,297.976,3.27531
58280,297.927,297.976,3.27531
58281,299.831,297.982,3.25565
58281,299.831,297.982,3.25565
58290,302.203,298.035,3.00599
58290,302.203,298.035,3.00599
58291.1,298.857,298.034,2.97575
58291.1,298.857,298.034,2.97575
58300,295.833,298.025,2.92533
58300,295.833,298.025,2.92533
58310,298.449,298.044,2.93044
58310,298.449,298.044,2.93044
58311.2,299.896,298.05,2.92575
58311.2,299.896,298.05,2.92575
58320,301.117,298.091,2.9132
58320,301.117,298.091,2.9132
58323.6,300.724,298.105,2.92827
58323.6,300.724,298.105,2.92827
58330,300.48,298.131,3.00417
58330,300.48,298.131,3.00417
58330.5,298.862,298.129,3.01076
58330.5,298.862,298.129,3.01076
58340,294.792,298.105,2.98079
58340,294.792,298.105,2.98079
58350,289.846,298.028,2.87647
58350,289.846,298.028,2.87647
58352.6,299.764,298.042,2.87029
58352.6,299.764,298.042,2.87029
58360,301.807,298.084,2.95807
58360,301.807,298.084,2.95807
58360.7,298.731,298.081,2.97108
58360.7,298.731,298.081,2.97108
58370,293.341,298.046,3.12962
58370,293.341,298.046,3.12962
58380,287.207,297.936,3.27173
58380,287.207,297.936,3.27173
58380.5,291.255,297.938,3.27848
58380.5,291.255,297.938,3.27848
58390,299.426,297.973,3.38293
58390,299.426,297.973,3.38293
58400,295.734,297.958,3.26152
58400,295.734,297.958,3.26152
58410,294.094,297.928,3.21231
58410,294.094,297.928,3.21231
58420,297.297,297.936,3.09575
58420,297.297,297.936,3.09575
58430,299.147,297.963,2.94541
58430,299.147,297.963,2.94541
58430.3,299.839,297.965,2.94297
58430.3,299.839,297.965,2.94297
58440,303.052,298.032,2.88542
58440,303.052,298.032,2.88542
58440.7,298.875,298.028,2.88199
58440.7,298.875,298.028,2.88199
58450,291.057,297.973,2.75884
58450,291.057,297.973,2.75884
58460,288,297.891,2.68125
58460,288,297.891,2.68125
58469.9,299.146,297.924,2.74923
58469.9,299.146,297.924,2.74923
58470,299.143,297.924,2.75086
58470,299.143,297.924,2.75086
58470.4,299.802,297.927,2.75562
58470.4,299.802,297.927,2.75562
58480,301.932,297.983,2.77766
58480,301.932,297.983,2.77766
58480.6,298.753,297.98,2.77635
58480.6,298.753,297.98,2.77635
58490,290.864,297.927,2.87539
58490,290.864,297.927,2.87539
58500,296.724,297.932,2.89732
58500,296.724,297.932,2.89732
58510,298.289,297.954,3.0398
58510,298.289,297.954,3.0398
58520,296.552,297.956,3.19668
58520,296.552,297.956,3.19668
58530,290.04,297.878,3.3035
58530,290.04,297.878,3.3035
58540,297.437,297.889,3.27778
58540,297.437,297.889,3.27778
58550,288.949,297.799,3.14876
58550,288.949,297.799,3.14876
58560,292.24,297.754,3.09253
58560,292.24,297.754,3.09253
58563.5,290.363,297.732,3.10523
58563.5,290.363,297.732,3.10523
58570,290.077,297.689,3.18283
58570,290.077,297.689,3.18283
58580,290.475,297.628,3.18074
58580,290.475,297.628,3.18074
58581.5,296.402,297.635,3.16851
58581.5,296.402,297.635,3.16851
58584.4,299.342,297.649,3.15653
58584.4,299.342,297.649,3.15653
58590,299.741,297.676,3.16636
58590,299.741,297.676,3.16636
58600,298.682,297.711,3.23345
58600,298.682,297.711,3.23345
58600.1,298.303,297.711,3.23454
58600.1,298.303,297.711,3.23454
58610,295.091,297.699,3.12113
58610,295.091,297.699,3.12113
58616.2,294.983,297.691,2.96853
58616.2,294.983,297.691,2.96853
58620,295.199,297.688,2.87513
58620,295.199,297.688,2.87513
58621,294.442,297.685,2.85054
58621,294.442,297.685,2.85054
58630,294.048,297.667,2.61837
58630,294.048,297.667,2.61837
58640,297.121,297.681,2.50516
58640,297.121,297.681,2.50516
58640.7,299.292,297.687,2.50478
58640.7,299.292,297.687,2.50478
58650,303.721,297.759,2.59226
58650,303.721,297.759,2.59226
58651.4,298.327,297.757,2.61106
58651.4,298.327,297.757,2.61106
58660,294.116,297.743,2.6432
58660,294.116,297.743,2.6432
58670,299.154,297.776,2.72588
58670,299.154,297.776,2.72588
58680,296.344,297.784,2.98096
58680,296.344,297.784,2.98096
58681.8,292.072,297.772,3.03271
58681.8,292.072,297.772,3.03271
58690,290.144,297.718,3.16511
58690,290.144,297.718,3.16511
58700,296.477,297.722,3.19346
58700,296.477,297.722,3.19346
58702,299.363,297.732,3.18379
58702,299.363,297.732,3.18379
58710,300.564,297.77,3.05758
58710,300.564,297.77,3.05758
58720,301.187,297.826,3.08314
58720,301.187,297.826,3.08314
58720.5,300.223,297.827,3.09233
58720.5,300.223,297.827,3.09233
58722.6,298.359,297.83,3.13702
58722.6,298.359,297.83,3.13702
58730,297.266,297.84,3.3497
58730,297.266,297.84,3.3497
58740,292.617,297.79,3.34728
58740,292.617,297.79,3.34728
58750,292.25,297.74,3.32755
58750,292.25,297.74,3.32755
58756.7,289.947,297.689,3.34271
58756.7,289.947,297.689,3.34271
58760,289.951,297.664,3.32381
58760,289.951,297.664,3.32381
58764,299.478,297.683,3.26246
58764,299.478,297.683,3.26246
58770,300.411,297.712,3.09879
58770,300.411,297.712,3.09879
58780,300.257,297.754,2.81925
58780,300.257,297.754,2.81925
58790,303.11,297.819,2.57177
58790,303.11,297.819,2.57177
58791.2,298.579,297.817,2.54311
58791.2,298.579,297.817,2.54311
58800,294.569,297.803,2.37879
58800,294.569,297.803,2.37879
58810,296.645,297.808,2.23172
58810,296.645,297.808,2.23172
58811.7,299.591,297.817,2.21736
58811.7,299.591,297.817,2.21736
58816.5,301.477,297.84,2.24875
58816.5,301.477,297.84,2.24875
58820,301.434,297.857,2.31486
58820,301.434,297.857,2.31486
58830,300.452,297.9,2.58902
58830,300.452,297.9,2.58902
58830.8,298.533,297.9,2.61316
58830.8,298.533,297.9,2.61316
58840,294.409,297.886,2.98917
58840,294.409,297.886,2.98917
58850,287.361,297.782,3.37934
58850,287.361,297.782,3.37934
58860,286.403,297.657,3.65225
58860,286.403,297.657,3.65225
58863,287.847,297.625,3.68475
58863,287.847,297.625,3.68475
58870,288.096,297.551,3.5857
58870,288.096,297.551,3.5857
58876.7,297.236,297.563,3.49297
58876.7,297.236,297.563,3.49297
58880,297.308,297.57,3.48654
58880,297.308,297.57,3.48654
58890,288.587,297.479,3.52502
58890,288.587,297.479,3.52502
58892.9,299.393,297.499,3.53309
58892.9,299.393,297.499,3.53309
58900,300.655,297.545,3.50409
58900,300.655,297.545,3.50409
58910,299.202,297.591,3.5414
58910,299.202,297.591,3.5414
58920,301.367,297.66,3.45308
58920,301.367,297.66,3.45308
58920.3,298.456,297.657,3.44594
58920.3,298.456,297.657,3.44594
58930,288.704,297.569,3.20613
58930,288.704,297.569,3.20613
58932.9,299.496,297.587,3.1536
58932.9,299.496,297.587,3.1536
58940,301.165,297.633,3.15081
58940,301.165,297.633,3.15081
58950,299.465,297.673,3.06638
58950,299.465,297.673,3.06638
58950.1,298.557,297.672,3.06395
58950.1,298.557,297.672,3.06395
58960,288.908,297.596,2.90861
58960,288.908,297.596,2.90861
58970,286.952,297.508,2.78818
58970,286.952,297.508,2.78818
58980,291.396,297.471,2.62917
58980,291.396,297.471,2.62917
58990,299.599,297.516,2.52388
58990,299.599,297.516,2.52388
59000,295.561,297.527,2.75338
59000,295.561,297.527,2.75338
59001.2,299.629,297.537,2.80138
59001.2,299.629,297.537,2.80138
59010,302.313,297.609,3.0846
59010,302.313,297.609,3.0846
59010.5,298.636,297.605,3.09805
59010.5,298.636,297.605,3.09805
59020,289.668,297.541,3.29082
59020,289.668,297.541,3.29082
59030,290.202,297.477,3.43353
59030,290.202,297.477,3.43353
59040,294.277,297.465,3.5592
59040,294.277,297.465,3.5592
59050,289.712,297.392,3.67282
59050,289.712,297.392,3.67282
59055.6,295.331,297.395,3.72645
59055.6,295.331,297.395,3.72645
59060,295.324,297.396,3.76037
59060,295.324,297.396,3.76037
59070,295.125,297.394,3.71142
59070,295.125,297.394,3.71142
59080,296.585,297.411,3.63985
59080,296.585,297.411,3.63985
59090,296.146,297.423,3.72418
59090,296.146,297.423,3.72418
59092.2,299.267,297.437,3.75231
59092.2,299.267,297.437,3.75231
59093.8,299.677,297.446,3.76596
59093.8,299.677,297.446,3.76596
59100,299.792,297.483,3.78304
59100,299.792,297.483,3.78304
59100.2,298.183,297.481,3.7828
59100.2,298.183,297.481,3.7828
59110,289.338,297.395,3.6317
59110,289.338,297.395,3.6317
59120,295.613,297.393,3.36719
59120,295.613,297.393,3.36719
59130,292.537,297.361,3.34725
59130,292.537,297.361,3.34725
59140,298.346,297.404,3.53512
59140,298.346,297.404,3.53512
59141.2,299.038,297.411,3.55922
59141.2,299.038,297.411,3.55922
59150,299.155,297.456,3.70073
59150,299.155,297.456,3.70073
59150.3,298.008,297.455,3.70398
59150.3,298.008,297.455,3.70398
59160,293.705,297.426,3.55558
59160,293.705,297.426,3.55558
59160.9,296.112,297.429,3.52547
59160.9,296.112,297.429,3.52547
59169.1,299.008,297.459,3.23186
59169.1,299.008,297.459,3.23186
59170,299.1,297.463,3.19818
59170,299.1,297.463,3.19818
59170.4,298.014,297.462,3.18435
59170.4,298.014,297.462,3.18435
59180,294.845,297.454,3.09986
59180,294.845,297.454,3.09986
59181.2,299.061,297.464,3.10904
59181.2,299.061,297.464,3.10904
59190,302.095,297.53,3.13994
59190,302.095,297.53,3.13994
59190.7,298.108,297.527,3.1418
59190.7,298.108,297.527,3.1418
59200,291.637,297.485,3.30307
59200,291.637,297.485,3.30307
59210,297.812,297.517,3.54608
59210,297.812,297.517,3.54608
59220,296.096,297.522,3.65089
59220,296.096,297.522,3.65089
59221.4,299.261,297.531,3.65317
59221.4,299.261,297.531,3.65317
59230,300.794,297.586,3.64235
59230,300.794,297.586,3.64235
59240,300.801,297.643,3.47435
59240,300.801,297.643,3.47435
59240.3,298.326,297.64,3.46801
59240.3,298.326,297.64,3.46801
59250,286.799,297.527,3.15213
59250,286.799,297.527,3.15213
59254.2,299.378,297.547,3.0654
59254.2,299.378,297.547,3.0654
59260,300.105,297.577,3.08336
59260,300.105,297.577,3.08336
59260.3,298.403,297.575,3.0868
59260.3,298.403,297.575,3.0868
59270,290.203,297.515,3.24557
59270,290.203,297.515,3.24557
59272,296.877,297.524,3.2839
59272,296.877,297.524,3.2839
59280,298.435,297.554,3.44418
59280,298.435,297.554,3.44418
59282.7,297.945,297.561,3.49703
59282.7,297.945,297.561,3.49703
59290,297.605,297.579,3.61753
59290,297.605,297.579,3.61753
59300,298.056,297.61,3.78688
59300,298.056,297.61,3.78688
59310,290.462,297.529,3.63487
59310,290.462,297.529,3.63487
59310.6,293.976,297.532,3.61203
59310.6,293.976,297.532,3.61203
59314.8,299.347,297.55,3.4583
59314.8,299.347,297.55,3.4583
59320,300.042,297.575,3.26714
59320,300.042,297.575,3.26714
59320.4,298.333,297.574,3.2537
59320.4,298.333,297.574,3.2537
59330,293.305,297.546,3.23176
59330,293.305,297.546,3.23176
59340,295.407,297.545,3.44703
59340,295.407,297.545,3.44703
59341.1,295.675,297.546,3.47063
59341.1,295.675,297.546,3.47063
59350,295.681,297.545,3.5625
59350,295.681,297.545,3.5625
59360,292.09,297.496,3.55498
59360,292.09,297.496,3.55498
59370,294.972,297.484,3.40753
59370,294.972,297.484,3.40753
59371.6,299.39,297.495,3.37612
59371.6,299.39,297.495,3.37612
59380,301.586,297.555,3.27073
59380,301.586,297.555,3.27073
59382.6,298.416,297.561,3.24536
59382.6,298.416,297.561,3.24536
59390,298.077,297.579,3.13718
59390,298.077,297.579,3.13718
59390.6,299.434,297.584,3.12756
59390.6,299.434,297.584,3.12756
59392,301.243,297.594,3.09983
59392,301.243,297.594,3.09983
59400,302.766,297.652,2.9089
59400,302.766,297.652,2.9089
59410,302.044,297.715,2.83169
59410,302.044,297.715,2.83169
59410.5,298.473,297.711,2.83457
59410.5,298.473,297.711,2.83457
