Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  23:00:00,441375115.129443,441375115.12944307,6791184.0,152517470.7542746,224813060.55296705 
 07/21  24:00:00,473473671.9740355,473473671.9740355,6791184.0,152517470.7542746,224813060.55296705 
 07/01  01:00:00,46358994.54911919,46358994.54911918,6791184.0,3861201.791338584,33399901.5013581 
 07/01  02:00:00,46359235.70955594,46359235.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  03:00:00,46359235.70955594,46359235.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  04:00:00,46359235.70955594,46359235.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  05:00:00,42113665.70955594,42113665.70955594,6791184.0,3861201.791338584,33399901.5013581 
 07/01  06:00:00,49680733.48289378,49680733.48289377,6791184.0,4976504.073732063,41385398.90873409 
 07/01  07:00:00,86701096.2371531,86701096.23715309,6791184.0,5189159.43383782,41385398.90873409 
 07/01  08:00:00,86961669.0041133,86961669.0041133,6791184.0,5173573.547439723,41385398.90873409 
 07/01  09:00:00,94949950.08501348,94949950.08501347,6791184.0,5173573.547439723,41385398.90873409 
 07/01  10:00:00,104580980.98940225,104580980.98940225,6791184.0,5173573.547439723,41385398.90873409 
 07/01  11:00:00,95987873.83312077,95987873.83312077,6791184.0,5173573.547439723,41385398.90873409 
 07/01  12:00:00,86158323.02851197,86158323.02851197,6791184.0,5173573.547439723,41385398.90873409 
 07/01  13:00:00,91494943.93918433,91494943.93918433,6791184.0,5173573.547439723,41385398.90873409 
 07/01  14:00:00,93198304.1413845,93198304.1413845,6791184.0,5173573.547439723,41385398.90873409 
 07/01  15:00:00,86990143.99348104,86990143.99348104,6791184.0,5173573.547439723,41385398.90873409 
 07/01  16:00:00,99795769.73792789,99795769.73792789,6791184.0,5173573.547439723,41385398.90873409 
 07/01  17:00:00,103350554.54989979,103350554.54989976,6791184.0,5173573.547439723,41385398.90873409 
 07/01  18:00:00,88795123.37137045,88795123.37137045,6791184.0,4329725.696864651,33399901.5013581 
 07/01  19:00:00,59823856.31149988,59823856.31149988,6791184.0,3807451.838500842,33399901.5013581 
 07/01  20:00:00,40637588.94382495,40637588.94382495,6791184.0,3871565.2849116956,33399901.5013581 
 07/01  21:00:00,48904615.70955594,48904615.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  22:00:00,48904615.70955594,48904615.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  23:00:00,48904615.70955594,48904615.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/01  24:00:00,46359235.70955594,46359235.70955593,6791184.0,3861201.791338584,33399901.5013581 
 07/02  01:00:00,57609860.11373618,57609860.11373618,6791184.0,3861201.791338584,44533202.00181078 
 07/02  02:00:00,57609860.11373618,57609860.11373618,6791184.0,3861201.791338584,44533202.00181078 
 07/02  03:00:00,57609860.11373618,57609860.11373618,6791184.0,3861201.791338584,44533202.00181078 
 07/02  04:00:00,57609860.11373618,57609860.11373618,6791184.0,3861201.791338584,44533202.00181078 
 07/02  05:00:00,55487075.11373618,55487075.11373618,6791184.0,3861201.791338584,44533202.00181078 
 07/02  06:00:00,157325722.68926055,157325722.68926058,6791184.0,9937643.091107872,55180531.87831212 
 07/02  07:00:00,219431886.57703723,219431886.57703723,6791184.0,32116358.332728395,95796493.41677365 
 07/02  08:00:00,430178932.85929128,430178932.8592912,6791184.0,93622374.60534024,204227663.7591693 
 07/02  09:00:00,398509902.9906751,398509902.9906751,6791184.0,93124323.85391507,174055806.61631219 
 07/02  10:00:00,391708418.4021883,391708418.4021884,6791184.0,93124323.85391507,167093070.35257594 
