Date/Time,CORE_BOTTOM:Zone Mean Air Temperature [C](Hourly),TOPFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),MIDFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),FIRSTFLOOR_PLENUM:Zone Mean Air Temperature [C](Hourly),CORE_MID:Zone Mean Air Temperature [C](Hourly),CORE_TOP:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_TOP_ZN_4:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_BOT_ZN_4:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_MID_ZN_4:Zone Mean Air Temperature [C](Hourly) 
 07/27  04:00:00,25.037085323068028,24.186261754880254,25.064014372100617,24.81500690023588,25.685068137284938,25.451123149799753,24.719468357353465,24.626571501421006,24.7471136807415,24.736224037478466,24.265954088062505,24.185613722993599,24.30328501734709,24.28744715748904,24.94007748622193,24.819069509074155,24.962199688439627,24.952996437312807 
 07/27  05:00:00,25.030851220594668,24.150499440020089,25.054085453451437,24.799840228639355,25.69319372533363,25.443147954513493,24.659693790524125,24.569742518195065,24.68474679765949,24.669187343281615,24.202167243176399,24.127999718033768,24.237432987306897,24.2165270307025,24.88951791222273,24.772719543320009,24.908861113307219,24.89524164757738 
 07/27  06:00:00,23.328254322727746,23.93508023761316,24.651704269863126,24.29233586797962,23.986148683312753,23.811537972391386,23.44867634017621,22.50238287272055,22.883544812819986,22.32705503349528,23.09269639633463,22.201762372979478,22.54262131679562,22.09314908279453,23.763043255907215,22.627447027557623,23.148750081581647,22.57230027297105 
 07/27  07:00:00,23.684314350286046,23.59087109531716,24.296076108186957,24.018411159228088,23.605727780954724,23.366149926572449,23.311631091944123,22.607334231972759,22.580271514692883,21.961072124278645,23.019175981871386,22.41105956175132,21.9956365546551,21.822051189027158,23.673282145691933,22.767060153567856,22.884997268388998,22.247271474280283 
 07/27  08:00:00,23.99714255421507,23.946942491895446,24.407093803420176,24.258345963575985,23.977357514932437,23.934975124967669,23.920124805691509,23.506462966755007,23.23970163188177,22.531903393754719,23.802151745183218,23.408299487708456,23.05630245409004,22.489125149150728,23.9910941307378,23.637371497531868,23.542655415170488,22.814944537505803 
 07/27  09:00:00,23.999194050737179,24.559900070845307,24.557519934532949,24.45353592899727,23.999198732691725,23.99919532876761,23.99872714875017,23.99803518151529,23.747250747140808,22.922375260997993,23.9987995723705,23.99754283125802,23.681862355912935,22.887927114211047,23.99873514705467,23.998546120415406,23.929573052951335,23.152305750458618 
 07/27  10:00:00,23.99875588823188,25.03413098554465,24.621524291811867,24.54225358663911,23.99885201353323,23.999016675524105,23.998672177061974,23.998762335511388,23.99793608405448,23.32383602828171,23.998465774741559,23.998468774773874,23.995651949894893,23.257185986278967,23.998502195425716,23.998478787409554,23.998435880489134,23.480574724685874 
 07/27  11:00:00,23.998781616333355,25.38219118966172,24.669893902255937,24.590314463705075,23.99887427911411,23.998667594880499,23.998387782161644,23.998375174401745,23.998301433094047,23.710494704923094,23.998557670688773,23.99871504158011,23.997109431229047,23.60466382004823,23.998661405899527,23.99875179865064,23.99860758758324,23.79619103517453 
 07/27  12:00:00,23.999187509683396,25.745821354957387,24.733940518242066,24.6185664081863,23.999239193909589,23.999161940020899,23.99896031767497,23.999010326185638,23.998968320549669,23.892060195893813,23.998993132856147,23.999084151262886,24.02461566277196,23.74225286726237,23.999040116653583,23.99907419831187,23.999044407114245,23.907323196120659 
 07/27  13:00:00,23.99930099743455,25.893602002446224,24.749358312765954,24.675858034702004,23.99922890568981,23.999229811013025,23.998945776256599,23.998883899117794,23.999017815734438,23.998305727919658,23.99895641152908,23.99893348827804,24.00002383314963,23.993141085333187,23.998957320085677,23.998895394930373,23.999024549656466,23.998365077651238 
