Time,CORE_BOTTOM:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_BOTTOM:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_MID:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_MID:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],CORE_TOP:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_TOP:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:MIAMI INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
10:15:00,2.715422E+03,3.875042E+04,1.401543E-01,3.390358E+00,6.792708E+03,2.736234E+04,3.506000E-01,2.393986E+00,1.247655E+04,2.901872E+04,6.439669E-01,2.538911E+00,5.450128E+03,7.916753E+03,2.813016E-01,6.926750E-01,3.569260E+03,9.448712E+03,1.842229E-01,8.267003E-01,5.468570E+03,8.391899E+03,2.822535E-01,7.342528E-01,3.590503E+03,5.050203E+03,1.853194E-01,4.418678E-01,3.131392E+03,6.266147E+03,1.616226E-01,5.482477E-01,2.105783E+03,8.457051E+03,1.086872E-01,7.399240E-01,3.174771E+03,6.780489E+03,1.638615E-01,5.932545E-01,2.125563E+03,4.001900E+03,1.097081E-01,3.501413E-01,4.158936E+03,7.565997E+03,2.146579E-01,6.619799E-01,2.755484E+03,9.262366E+03,1.422206E-01,8.103901E-01,4.185876E+03,8.054393E+03,2.160484E-01,7.047164E-01,2.777415E+03,4.830613E+03,1.433526E-01,4.226509E-01 
10:30:00,2.667085E+03,3.863328E+04,1.376594E-01,3.380111E+00,6.693290E+03,2.724154E+04,3.454687E-01,2.383419E+00,1.223178E+04,2.915271E+04,6.313331E-01,2.550635E+00,5.364624E+03,8.021584E+03,2.768888E-01,7.018471E-01,3.512621E+03,9.359123E+03,1.812998E-01,8.188609E-01,5.382426E+03,8.696119E+03,2.778076E-01,7.608705E-01,3.533933E+03,5.126310E+03,1.823998E-01,4.485265E-01,3.093575E+03,6.316899E+03,1.596709E-01,5.526880E-01,2.079590E+03,8.329778E+03,1.073354E-01,7.287877E-01,3.136151E+03,7.032897E+03,1.618685E-01,6.153385E-01,2.099281E+03,4.044173E+03,1.083518E-01,3.538396E-01,4.107478E+03,7.614436E+03,2.120023E-01,6.662181E-01,2.720480E+03,9.133862E+03,1.404142E-01,7.991461E-01,4.133637E+03,8.303960E+03,2.133525E-01,7.265523E-01,2.742382E+03,4.871274E+03,1.415446E-01,4.262083E-01 
10:45:00,2.625046E+03,3.853099E+04,1.354896E-01,3.371163E+00,6.607033E+03,2.713539E+04,3.410166E-01,2.374133E+00,1.201763E+04,2.930499E+04,6.202802E-01,2.563960E+00,5.290882E+03,8.127949E+03,2.730829E-01,7.111536E-01,3.463966E+03,9.224073E+03,1.787887E-01,8.070440E-01,5.308265E+03,9.014027E+03,2.739801E-01,7.886858E-01,3.485224E+03,5.203476E+03,1.798859E-01,4.552780E-01,3.061460E+03,6.367932E+03,1.580136E-01,5.571531E-01,2.057375E+03,8.156092E+03,1.061890E-01,7.135907E-01,3.103300E+03,7.297796E+03,1.601731E-01,6.385155E-01,2.076997E+03,4.086727E+03,1.072018E-01,3.575627E-01,4.063514E+03,7.663476E+03,2.097334E-01,6.705091E-01,2.690627E+03,8.959418E+03,1.388735E-01,7.838828E-01,4.088973E+03,8.566106E+03,2.110475E-01,7.494888E-01,2.712499E+03,4.912408E+03,1.400025E-01,4.298073E-01 
11:00:00,2.587868E+03,3.843925E+04,1.335707E-01,3.363137E+00,6.530062E+03,2.703974E+04,3.370438E-01,2.365765E+00,1.182686E+04,2.946900E+04,6.104339E-01,2.578310E+00,5.226103E+03,8.233444E+03,2.697395E-01,7.203838E-01,3.421219E+03,9.044809E+03,1.765824E-01,7.913588E-01,5.242983E+03,9.337120E+03,2.706108E-01,8.169546E-01,3.442497E+03,5.280008E+03,1.776807E-01,4.619741E-01,3.033504E+03,6.417464E+03,1.565708E-01,5.614868E-01,2.038068E+03,7.937737E+03,1.051926E-01,6.944857E-01,3.074664E+03,7.567100E+03,1.586953E-01,6.620778E-01,2.057634E+03,4.128274E+03,1.062024E-01,3.611977E-01,4.024981E+03,7.711253E+03,2.077448E-01,6.746893E-01,2.664508E+03,8.740735E+03,1.375255E-01,7.647489E-01,4.049795E+03,8.832830E+03,2.090255E-01,7.728256E-01,2.686356E+03,4.952664E+03,1.386532E-01,4.333294E-01 
11:15:00,2.554310E+03,3.835497E+04,1.318386E-01,3.355763E+00,6.459876E+03,2.695163E+04,3.334212E-01,2.358057E+00,1.165475E+04,2.963940E+04,6.015506E-01,2.593219E+00,5.168299E+03,8.335755E+03,2.667561E-01,7.293352E-01,3.383108E+03,8.823717E+03,1.746154E-01,7.720138E-01,5.184682E+03,9.656496E+03,2.676017E-01,8.448977E-01,3.404414E+03,5.354288E+03,1.757151E-01,4.684729E-01,3.008659E+03,6.463815E+03,1.552886E-01,5.655422E-01,2.020937E+03,7.677262E+03,1.043084E-01,6.716956E-01,3.049185E+03,7.832494E+03,1.573803E-01,6.852977E-01,2.040455E+03,4.167595E+03,1.053158E-01,3.646380E-01,3.990475E+03,7.755996E+03,2.059639E-01,6.786040E-01,2.641160E+03,8.480607E+03,1.363205E-01,7.419888E-01,4.014688E+03,9.095756E+03,2.072137E-01,7.958298E-01,2.662987E+03,4.990763E+03,1.374471E-01,4.366628E-01 
11:30:00,2.523604E+03,3.827590E+04,1.302538E-01,3.348846E+00,6.394965E+03,2.686888E+04,3.300709E-01,2.350817E+00,1.149826E+04,2.981178E+04,5.934734E-01,2.608301E+00,5.116119E+03,8.433470E+03,2.640629E-01,7.378844E-01,3.348727E+03,8.565798E+03,1.728409E-01,7.494470E-01,5.132016E+03,9.965159E+03,2.648835E-01,8.719032E-01,3.370066E+03,5.425314E+03,1.739423E-01,4.746870E-01,2.986225E+03,6.506113E+03,1.541308E-01,5.692428E-01,2.005491E+03,7.380373E+03,1.035113E-01,6.457197E-01,3.026157E+03,8.087545E+03,1.561918E-01,7.076123E-01,2.024967E+03,4.204031E+03,1.045165E-01,3.678257E-01,3.959070E+03,7.796797E+03,2.043430E-01,6.821737E-01,2.619944E+03,8.184398E+03,1.352255E-01,7.160721E-01,3.982720E+03,9.348410E+03,2.055637E-01,8.179349E-01,2.641753E+03,5.026021E+03,1.363512E-01,4.397476E-01 
11:45:00,2.495099E+03,3.820044E+04,1.287825E-01,3.342245E+00,6.334072E+03,2.678993E+04,3.269279E-01,2.343910E+00,1.135453E+04,2.998246E+04,5.860547E-01,2.623234E+00,5.068460E+03,8.526074E+03,2.616031E-01,7.459864E-01,3.317339E+03,8.279123E+03,1.712208E-01,7.243643E-01,5.083881E+03,1.025711E+04,2.623991E-01,8.974461E-01,3.338712E+03,5.492698E+03,1.723240E-01,4.805825E-01,2.965668E+03,6.544366E+03,1.530698E-01,5.725895E-01,1.991358E+03,7.055366E+03,1.027819E-01,6.172838E-01,3.005040E+03,8.326775E+03,1.551020E-01,7.285424E-01,2.010797E+03,4.237520E+03,1.037852E-01,3.707556E-01,3.930059E+03,7.833943E+03,2.028458E-01,6.854236E-01,2.600376E+03,7.860500E+03,1.342156E-01,6.877330E-01,3.953178E+03,9.585297E+03,2.040390E-01,8.386602E-01,2.622170E+03,5.058567E+03,1.353405E-01,4.425950E-01 
12:00:00,2.468310E+03,3.812751E+04,1.273998E-01,3.335864E+00,6.276288E+03,2.671369E+04,3.239455E-01,2.337241E+00,1.122131E+04,3.014813E+04,5.791790E-01,2.637728E+00,5.024480E+03,8.613175E+03,2.593331E-01,7.536069E-01,3.288383E+03,7.976674E+03,1.697263E-01,6.979017E-01,5.039436E+03,1.052735E+04,2.601051E-01,9.210892E-01,3.309791E+03,5.556144E+03,1.708313E-01,4.861334E-01,2.946600E+03,6.578694E+03,1.520857E-01,5.755928E-01,1.978266E+03,6.715637E+03,1.021061E-01,5.875600E-01,2.985442E+03,8.545766E+03,1.540905E-01,7.477016E-01,1.997671E+03,4.268085E+03,1.031077E-01,3.734297E-01,3.902932E+03,7.867003E+03,2.014457E-01,6.883160E-01,2.582104E+03,7.522214E+03,1.332725E-01,6.581352E-01,3.925547E+03,9.801965E+03,2.026129E-01,8.576164E-01,2.603886E+03,5.088061E+03,1.343968E-01,4.451754E-01 
12:15:00,2.442841E+03,3.805639E+04,1.260852E-01,3.329642E+00,6.220884E+03,2.663949E+04,3.210858E-01,2.330748E+00,1.109659E+04,3.030643E+04,5.727413E-01,2.651578E+00,4.983482E+03,8.694685E+03,2.572171E-01,7.607381E-01,3.261399E+03,7.676764E+03,1.683336E-01,6.716614E-01,4.997982E+03,1.077153E+04,2.579655E-01,9.424525E-01,3.282841E+03,5.615551E+03,1.694403E-01,4.913309E-01,2.928724E+03,6.609416E+03,1.511631E-01,5.782806E-01,1.966007E+03,6.379932E+03,1.014734E-01,5.581885E-01,2.967061E+03,8.740540E+03,1.531418E-01,7.647418E-01,1.985381E+03,4.295879E+03,1.024734E-01,3.758613E-01,3.877301E+03,7.896441E+03,2.001228E-01,6.908914E-01,2.564862E+03,7.188125E+03,1.323826E-01,6.289047E-01,3.899435E+03,9.994479E+03,2.012652E-01,8.744590E-01,2.586633E+03,5.114756E+03,1.335063E-01,4.475109E-01 
12:30:00,2.418467E+03,3.798685E+04,1.248272E-01,3.323558E+00,6.167462E+03,2.656702E+04,3.183285E-01,2.324408E+00,1.097921E+04,3.045588E+04,5.666830E-01,2.664653E+00,4.945022E+03,8.767493E+03,2.552320E-01,7.671081E-01,3.236090E+03,7.404619E+03,1.670273E-01,6.478507E-01,4.959077E+03,1.098791E+04,2.559574E-01,9.613830E-01,3.257566E+03,5.682780E+03,1.681357E-01,4.972128E-01,2.911845E+03,6.633771E+03,1.502919E-01,5.804112E-01,1.954444E+03,6.073911E+03,1.008766E-01,5.314142E-01,2.949700E+03,8.909691E+03,1.522458E-01,7.795401E-01,1.973790E+03,4.332868E+03,1.018752E-01,3.790974E-01,3.852915E+03,7.919506E+03,1.988642E-01,6.929093E-01,2.548477E+03,6.883669E+03,1.315370E-01,6.022671E-01,3.874592E+03,1.016143E+04,1.999830E-01,8.890652E-01,2.570239E+03,5.150699E+03,1.326602E-01,4.506555E-01 
12:45:00,2.395028E+03,3.791905E+04,1.236174E-01,3.317626E+00,6.115740E+03,2.649645E+04,3.156589E-01,2.318234E+00,1.086829E+04,3.059517E+04,5.609580E-01,2.676840E+00,4.908765E+03,8.834875E+03,2.533606E-01,7.730032E-01,3.212232E+03,7.164238E+03,1.657959E-01,6.268195E-01,4.922385E+03,1.117311E+04,2.540636E-01,9.775852E-01,3.233742E+03,5.776349E+03,1.669061E-01,5.053994E-01,2.895822E+03,6.655325E+03,1.494650E-01,5.822969E-01,1.943478E+03,5.801600E+03,1.003107E-01,5.075897E-01,2.933216E+03,9.050160E+03,1.513950E-01,7.918289E-01,1.962798E+03,4.397537E+03,1.013079E-01,3.847555E-01,3.829599E+03,7.939793E+03,1.976607E-01,6.946841E-01,2.532827E+03,6.612880E+03,1.307292E-01,5.785757E-01,3.850837E+03,1.029979E+04,1.987569E-01,9.011694E-01,2.554581E+03,5.214525E+03,1.318520E-01,4.562399E-01 
13:00:00,2.372396E+03,3.785344E+04,1.224493E-01,3.311886E+00,6.065500E+03,2.642815E+04,3.130658E-01,2.312259E+00,1.076305E+04,3.072349E+04,5.555261E-01,2.688066E+00,4.874435E+03,8.897470E+03,2.515887E-01,7.784795E-01,3.189643E+03,6.960392E+03,1.646300E-01,6.089851E-01,4.887632E+03,1.132477E+04,2.522699E-01,9.908529E-01,3.211187E+03,5.907675E+03,1.657419E-01,5.168898E-01,2.880548E+03,6.674988E+03,1.486766E-01,5.840171E-01,1.933033E+03,5.567994E+03,9.977156E-02,4.871518E-01,2.917501E+03,9.159880E+03,1.505839E-01,8.014274E-01,1.952329E+03,4.501263E+03,1.007675E-01,3.938312E-01,3.807214E+03,7.958217E+03,1.965054E-01,6.962959E-01,2.517818E+03,6.380651E+03,1.299545E-01,5.582581E-01,3.828035E+03,1.040750E+04,1.975800E-01,9.105921E-01,2.539565E+03,5.317739E+03,1.310770E-01,4.652708E-01 
13:15:00,2.350477E+03,3.779053E+04,1.213180E-01,3.306382E+00,6.016576E+03,2.636261E+04,3.105407E-01,2.306525E+00,1.066285E+04,3.084036E+04,5.503541E-01,2.698291E+00,4.841812E+03,8.955989E+03,2.499050E-01,7.835992E-01,3.168180E+03,6.796533E+03,1.635222E-01,5.946494E-01,4.854599E+03,1.144223E+04,2.505649E-01,1.001129E+00,3.189756E+03,6.084596E+03,1.646358E-01,5.323701E-01,2.865938E+03,6.693664E+03,1.479226E-01,5.856510E-01,1.923051E+03,5.376900E+03,9.925636E-02,4.704334E-01,2.902469E+03,9.238247E+03,1.498081E-01,8.082828E-01,1.942325E+03,4.651855E+03,1.002512E-01,4.070077E-01,3.785661E+03,7.975699E+03,1.953929E-01,6.978254E-01,2.503378E+03,6.190539E+03,1.292092E-01,5.416256E-01,3.806081E+03,1.048416E+04,1.964469E-01,9.172981E-01,2.525120E+03,5.468249E+03,1.303314E-01,4.784403E-01 
13:30:00,2.329108E+03,3.773084E+04,1.202150E-01,3.301160E+00,5.968671E+03,2.630030E+04,3.080681E-01,2.301073E+00,1.056674E+04,3.094556E+04,5.453935E-01,2.707494E+00,4.810630E+03,9.010482E+03,2.482955E-01,7.883667E-01,3.147667E+03,6.673662E+03,1.624634E-01,5.838999E-01,4.823017E+03,1.152452E+04,2.489348E-01,1.008327E+00,3.169275E+03,6.311273E+03,1.635787E-01,5.522038E-01,2.851898E+03,6.711576E+03,1.471979E-01,5.872180E-01,1.913466E+03,5.229152E+03,9.876165E-02,4.575076E-01,2.888023E+03,9.284760E+03,1.490625E-01,8.123513E-01,1.932719E+03,4.853702E+03,9.975539E-02,4.246690E-01,3.764811E+03,7.992457E+03,1.943168E-01,6.992914E-01,2.489423E+03,6.043632E+03,1.284890E-01,5.287732E-01,3.784848E+03,1.052897E+04,1.953510E-01,9.212177E-01,2.511160E+03,5.670285E+03,1.296109E-01,4.961182E-01 
13:45:00,2.308265E+03,3.767480E+04,1.191392E-01,3.296257E+00,5.921762E+03,2.624162E+04,3.056469E-01,2.295940E+00,1.047444E+04,3.103897E+04,5.406296E-01,2.715666E+00,4.780769E+03,9.060778E+03,2.467543E-01,7.927670E-01,3.128025E+03,6.589532E+03,1.614496E-01,5.765401E-01,4.792769E+03,1.157104E+04,2.473736E-01,1.012396E+00,3.149665E+03,6.589443E+03,1.625665E-01,5.765432E-01,2.838388E+03,6.728684E+03,1.465006E-01,5.887148E-01,1.904250E+03,5.122733E+03,9.828597E-02,4.481977E-01,2.874124E+03,9.298854E+03,1.483451E-01,8.135833E-01,1.923483E+03,5.108247E+03,9.927869E-02,4.469412E-01,3.744622E+03,8.008443E+03,1.932747E-01,7.006900E-01,2.475921E+03,5.937744E+03,1.277920E-01,5.195097E-01,3.764291E+03,1.054147E+04,1.942899E-01,9.223108E-01,2.497654E+03,5.925665E+03,1.289138E-01,5.184636E-01 
14:00:00,2.287941E+03,3.762267E+04,1.180902E-01,3.291697E+00,5.875843E+03,2.618685E+04,3.032768E-01,2.291148E+00,1.038574E+04,3.112078E+04,5.360512E-01,2.722823E+00,4.752143E+03,9.106522E+03,2.452768E-01,7.967692E-01,3.109198E+03,6.537248E+03,1.604779E-01,5.719666E-01,4.763769E+03,1.158157E+04,2.458768E-01,1.013316E+00,3.130869E+03,6.918495E+03,1.615964E-01,6.053342E-01,2.825380E+03,6.744702E+03,1.458292E-01,5.901162E-01,1.895382E+03,5.050754E+03,9.782829E-02,4.419011E-01,2.860743E+03,9.280246E+03,1.476545E-01,8.119543E-01,1.914597E+03,5.415089E+03,9.882006E-02,4.737888E-01,3.725061E+03,8.023358E+03,1.922652E-01,7.019949E-01,2.462850E+03,5.866009E+03,1.271174E-01,5.132344E-01,3.744379E+03,1.052147E+04,1.932622E-01,9.205599E-01,2.484580E+03,6.233835E+03,1.282390E-01,5.454276E-01 
14:15:00,2.268249E+03,3.757454E+04,1.170738E-01,3.287486E+00,5.831168E+03,2.613607E+04,3.009710E-01,2.286705E+00,1.030082E+04,3.119070E+04,5.316684E-01,2.728940E+00,4.724771E+03,9.142309E+03,2.438640E-01,7.999000E-01,3.091197E+03,6.501460E+03,1.595488E-01,5.688361E-01,4.736036E+03,1.155677E+04,2.444454E-01,1.011146E+00,3.112896E+03,7.300272E+03,1.606688E-01,6.387383E-01,2.812897E+03,6.754418E+03,1.451849E-01,5.909662E-01,1.886877E+03,4.997714E+03,9.738932E-02,4.372614E-01,2.847904E+03,9.229799E+03,1.469918E-01,8.075397E-01,1.906075E+03,5.776236E+03,9.838019E-02,5.053877E-01,3.706180E+03,8.031931E+03,1.912906E-01,7.027449E-01,2.450241E+03,5.813048E+03,1.264666E-01,5.086016E-01,3.725163E+03,1.046976E+04,1.922704E-01,9.160348E-01,2.471967E+03,6.596692E+03,1.275880E-01,5.771764E-01 
14:30:00,2.249128E+03,3.753016E+04,1.160869E-01,3.283603E+00,5.787604E+03,2.608905E+04,2.987224E-01,2.282591E+00,1.021930E+04,3.124820E+04,5.274610E-01,2.733971E+00,4.698544E+03,9.170504E+03,2.425103E-01,8.023666E-01,3.073950E+03,6.468124E+03,1.586586E-01,5.659202E-01,4.709462E+03,1.149615E+04,2.430738E-01,1.005841E+00,3.095678E+03,7.714194E+03,1.597801E-01,6.749546E-01,2.800900E+03,6.760254E+03,1.445657E-01,5.914767E-01,1.878707E+03,4.949514E+03,9.696764E-02,4.330450E-01,2.835564E+03,9.147067E+03,1.463549E-01,8.003004E-01,1.897888E+03,6.171385E+03,9.795766E-02,5.399614E-01,3.687925E+03,8.036561E+03,1.903484E-01,7.031499E-01,2.438057E+03,5.764832E+03,1.258378E-01,5.043838E-01,3.706587E+03,1.038592E+04,1.913117E-01,9.086983E-01,2.459781E+03,6.993760E+03,1.269590E-01,6.119182E-01 
14:45:00,2.230505E+03,3.748897E+04,1.151257E-01,3.279999E+00,5.745011E+03,2.604527E+04,2.965240E-01,2.278761E+00,1.014082E+04,3.129256E+04,5.234102E-01,2.737852E+00,4.673357E+03,9.190341E+03,2.412103E-01,8.041020E-01,3.057390E+03,6.434724E+03,1.578039E-01,5.629982E-01,4.683940E+03,1.140068E+04,2.417565E-01,9.974867E-01,3.079145E+03,8.139737E+03,1.589267E-01,7.121874E-01,2.789344E+03,6.761484E+03,1.439693E-01,5.915842E-01,1.870844E+03,4.903681E+03,9.656176E-02,4.290354E-01,2.823682E+03,9.033042E+03,1.457416E-01,7.903234E-01,1.890009E+03,6.580373E+03,9.755097E-02,5.757453E-01,3.670240E+03,8.036535E+03,1.894356E-01,7.031476E-01,2.426262E+03,5.718884E+03,1.252290E-01,5.003641E-01,3.688595E+03,1.027094E+04,1.903830E-01,8.986379E-01,2.447984E+03,7.404674E+03,1.263501E-01,6.478710E-01 
15:00:00,2.212347E+03,3.745022E+04,1.141885E-01,3.276610E+00,5.703327E+03,2.600405E+04,2.943725E-01,2.275155E+00,1.006515E+04,3.132287E+04,5.195043E-01,2.740503E+00,4.649136E+03,9.200845E+03,2.399602E-01,8.050207E-01,3.041468E+03,6.400003E+03,1.569821E-01,5.599605E-01,4.659398E+03,1.127230E+04,2.404898E-01,9.862542E-01,3.063250E+03,8.561452E+03,1.581063E-01,7.490846E-01,2.778205E+03,6.757208E+03,1.433943E-01,5.912099E-01,1.863267E+03,4.858967E+03,9.617072E-02,4.251235E-01,2.812229E+03,8.889730E+03,1.451505E-01,7.777840E-01,1.882418E+03,6.988066E+03,9.715916E-02,6.114154E-01,3.653089E+03,8.030941E+03,1.885504E-01,7.026580E-01,2.414832E+03,5.673971E+03,1.246390E-01,4.964347E-01,3.671152E+03,1.012684E+04,1.894827E-01,8.860295E-01,2.436551E+03,7.814150E+03,1.257601E-01,6.836974E-01 
15:15:00,2.194628E+03,3.741315E+04,1.132739E-01,3.273366E+00,5.662510E+03,2.596465E+04,2.922658E-01,2.271708E+00,9.992093E+03,3.133792E+04,5.157337E-01,2.741819E+00,4.625821E+03,9.200366E+03,2.387568E-01,8.049785E-01,3.026144E+03,6.362311E+03,1.561911E-01,5.566628E-01,4.635773E+03,1.111304E+04,2.392704E-01,9.723185E-01,3.047951E+03,8.966755E+03,1.573167E-01,7.845452E-01,2.767459E+03,6.745945E+03,1.428397E-01,5.902243E-01,1.855963E+03,4.813814E+03,9.579374E-02,4.211732E-01,2.801183E+03,8.719420E+03,1.445803E-01,7.628826E-01,1.875100E+03,7.382201E+03,9.678144E-02,6.458985E-01,3.636447E+03,8.018251E+03,1.876914E-01,7.015476E-01,2.403749E+03,5.628512E+03,1.240670E-01,4.924576E-01,3.654231E+03,9.955706E+03,1.886093E-01,8.710556E-01,2.425466E+03,8.209792E+03,1.251879E-01,7.183127E-01 
