Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  21:00:00,690264905.045535,690264905.045534,4597200.,158309273.450227,224813060.552967 
 07/21  22:00:00,676670445.557695,676670445.557695,4597200.,158309273.450227,224813060.552967 
 07/21  23:00:00,502442254.899798,502442254.899798,4597200.,158309273.450227,224813060.552967 
 07/21  24:00:00,503413223.834114,503413223.834113,4597200.,158309273.450227,224813060.552967 
 01/01  01:00:00,61035577.042117,61035577.0421169,4597200.,7915463.67251137,33399901.5013581 
 01/01  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  06:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  07:00:00,78390593.9758415,78390593.9758415,4597200.,6825706.96067657,41385398.9087341 
 01/01  08:00:00,56234756.2734971,56234756.2734971,4597200.,6538618.11210465,41385398.9087341 
 01/01  09:00:00,48166320.4558711,48166320.4558711,4597200.,5760147.29482151,41385398.9087341 
 01/01  10:00:00,47861000.032466,47861000.032466,4597200.,5454966.75032885,41385398.9087341 
 01/01  11:00:00,47805412.260295,47805412.260295,4597200.,5399424.815064,41385398.9087341 
 01/01  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/01  13:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/01  14:00:00,47779307.1045972,47779307.1045972,4597200.,5373340.53939405,41385398.9087341 
 01/01  15:00:00,53433904.9959452,53433904.9959452,4597200.,5417693.94225621,41385398.9087341 
 01/01  16:00:00,48006557.7728874,48006557.7728874,4597200.,5600533.75453648,41385398.9087341 
 01/01  17:00:00,56305137.1872827,56305137.1872827,4597200.,6609181.75763705,41385398.9087341 
 01/01  18:00:00,78390468.9441826,78390468.9441826,4597200.,6825706.96067657,41385398.9087341 
 01/01  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 01/01  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/01  24:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/02  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/02  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/02  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/02  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/02  05:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/02  06:00:00,98245226.5025747,98245226.5025747,10887683.0745512,15830927.3450227,44533202.0018108 
 01/02  07:00:00,350828931.67465,350828931.67465,7990000.09948284,13651413.9213531,55180531.8783121 
 01/02  08:00:00,506951103.157339,506951103.157339,4597200.,39231708.6726279,95796493.4167736 
 01/02  09:00:00,486890801.68738,486890801.68738,4597200.,102992977.209714,204227663.759169 
 01/02  10:00:00,391082302.417902,391082302.417902,4597200.,97825488.9842877,174055806.616312 
 01/02  11:00:00,365444056.410938,365444056.410938,4597200.,97054952.7261222,167093070.352576 
 01/02  12:00:00,362835564.423141,362835564.423142,4597200.,96660690.5880898,174055806.616312 
