Date/Time,PERIMETER_TOP_ZN_3:Zone Outdoor Air Drybulb Temperature [C](Each Call),PERIMETER_TOP_ZN_3:Zone Mean Air Temperature [C](Each Call),CUSTOM_ZONE_CLGT_SETPOINT:Schedule Value [](Each Call),CORE_BOTTOM VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),CORE_MID VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),CORE_TOP VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_TOP_ZN_3 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_TOP_ZN_2 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_TOP_ZN_1 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_TOP_ZN_4 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_BOT_ZN_3 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_BOT_ZN_2 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_BOT_ZN_1 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_BOT_ZN_4 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_MID_ZN_3 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_MID_ZN_2 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_MID_ZN_1 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_MID_ZN_4 VAV BOX COMPONENT:Zone Air Terminal VAV Damper Position [](Each Call),PERIMETER_TOP_ZN_3 VAV BOX OUTLET NODE:System Node Temperature [C](Each Call),PERIMETER_TOP_ZN_3 VAV BOX OUTLET NODE:System Node Mass Flow Rate [kg/s](Each Call) 
 01/21  00:01:00,8.64932348607993,15.509865147069,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7215975084036,0.0 
 01/21  00:02:00,8.64932348607993,15.372592329147,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6750386705585,0.0 
 01/21  00:03:00,8.64932348607993,15.23189010255,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6014253880205,0.0 
 01/21  00:04:00,8.64932348607993,15.1061641678574,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5243125236923,0.0 
 01/21  00:05:00,8.64932348607993,15.5478344690692,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2249683786815,2.61361481285024 
 01/21  00:06:00,8.64932348607993,15.5945517389456,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3081400871546,2.61361481285024 
 01/21  00:07:00,8.64932348607993,15.5994335249974,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.8257853204258,2.61361481285024 
 01/21  00:08:00,8.64932348607993,15.5999545183857,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.4263907317403,2.61361481285024 
 01/21  00:09:00,8.64932348607993,15.6000100942514,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3828988982222,2.61361481285024 
 01/21  00:10:00,8.64932348607993,15.6000175205606,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3779539670305,2.61361481285024 
 01/21  00:11:00,8.64932348607993,15.6000182817585,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3770799307747,2.61361481285024 
 01/21  00:12:00,8.64932348607993,15.6000177914633,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3767421222007,2.61361481285024 
 01/21  00:13:00,8.64932348607993,15.6000169708132,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.376514176061,2.61361481285024 
 01/21  00:14:00,8.64932348607993,15.60001607002,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3762368714646,2.61361481285024 
 01/21  00:15:00,8.64932348607993,15.6000151802014,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.375964779628,2.61361481285024 
 01/21  00:16:00,8.64932348607993,15.6000143401526,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3757058423596,2.61361481285024 
 01/21  00:17:00,8.64932348607993,15.6000135688325,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3754486327192,2.61361481285024 
 01/21  00:18:00,8.64932348607993,15.6000128753698,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3751924799074,2.61361481285024 
 01/21  00:19:00,8.64932348607993,15.6000122621674,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.374937609583,2.61361481285024 
 01/21  00:20:00,8.64932348607993,15.6000117265779,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3746820570061,2.61361481285024 
 01/21  00:21:00,8.64932348607993,15.6000112627315,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3744277818928,2.61361481285024 
 01/21  00:22:00,8.64932348607993,15.6000108630179,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3741763552166,2.61361481285024 
 01/21  00:23:00,8.64932348607993,15.6000105192795,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3739282907968,2.61361481285024 
 01/21  00:24:00,8.64932348607993,15.6000102236035,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3736840549972,2.61361481285024 
 01/21  00:25:00,8.64932348607993,15.6000099687385,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3734439549475,2.61361481285024 
 01/21  00:26:00,8.64932348607993,15.6000097482214,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3732072489266,2.61361481285024 
 01/21  00:27:00,8.64932348607993,15.6000095567186,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3730039578753,2.61361481285024 
 01/21  00:28:00,8.64932348607993,15.6000093884624,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3727964997265,2.61361481285024 
 01/21  00:29:00,8.64932348607993,15.6000092391165,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3725842926707,2.61361481285024 
 01/21  00:30:00,8.64932348607993,15.6000091057497,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.372375381276,2.61361481285024 
 01/21  00:31:00,8.64932348607993,15.6000089861539,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3721710003038,2.61361481285024 
 01/21  00:32:00,8.64932348607993,15.6000088784372,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3719715089528,2.61361481285024 
 01/21  00:33:00,8.64932348607993,15.6000087809373,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.371776570946,2.61361481285024 
 01/21  00:34:00,8.64932348607993,15.6000086921874,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3715859063898,2.61361481285024 
 01/21  00:35:00,8.64932348607993,15.5100995969914,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.7369217657382,0.0 
 01/21  00:36:00,8.64932348607993,15.3731755329509,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.6893542951486,0.0 
 01/21  00:37:00,8.64932348607993,15.2328120036205,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6153901277516,0.0 
 01/21  00:38:00,8.64932348607993,15.1073407481607,30.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5381271754497,0.0 
 01/21  00:39:00,8.64932348607993,15.547954369604,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2147108426248,2.61361481285024 
 01/21  00:40:00,8.64932348607993,15.5945634850763,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3121315281783,2.61361481285024 
 01/21  00:41:00,8.64932348607993,15.5994332375452,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8242193297478,2.61361481285024 
 01/21  00:42:00,8.64932348607993,15.5999532828247,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4262066258594,2.61361481285024 
 01/21  00:43:00,8.64932348607993,15.6000089370094,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.383182198841,2.61361481285024 
 01/21  00:44:00,8.64932348607993,15.6000164976399,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.378310687101,2.61361481285024 
 01/21  00:45:00,8.64932348607993,15.6000173781322,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3773887121916,2.61361481285024 
 01/21  00:46:00,8.64932348607993,15.6000169891035,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3769867573734,2.61361481285024 
 01/21  00:47:00,8.64932348607993,15.6000162544589,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3766573820559,2.61361481285024 
 01/21  00:48:00,8.64932348607993,15.6000154277778,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.376356006124,2.61361481285024 
 01/21  00:49:00,8.64932348607993,15.6000146015037,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3760946173437,2.61361481285024 
 01/21  00:50:00,8.64932348607993,15.6000138144945,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3758016060793,2.61361481285024 
 01/21  00:51:00,8.64932348607993,15.60001308768,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3755242586702,2.61361481285024 
 01/21  00:52:00,8.64932348607993,15.6000124322406,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3752592322299,2.61361481285024 
 01/21  00:53:00,8.64932348607993,15.6000118520194,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3749946402212,2.61361481285024 
 01/21  00:54:00,8.64932348607993,15.600011345354,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3747302712133,2.61361481285024 
 01/21  00:55:00,8.64932348607993,15.6000109069925,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3744666733074,2.61361481285024 
 01/21  00:56:00,8.64932348607993,15.600010529849,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3742138161016,2.61361481285024 
 01/21  00:57:00,8.64932348607993,15.6000102063826,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3739982668072,2.61361481285024 
 01/21  00:58:00,8.64932348607993,15.6000099280297,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3737769501654,2.61361481285024 
 01/21  00:59:00,8.64932348607993,15.6000096875164,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3735485908846,2.61361481285024 
 01/21  01:00:00,8.64932348607993,15.6000094790872,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3733218184742,2.61361481285024 
 01/21  01:01:00,8.64932348607993,15.6000092979583,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.373098177609,2.61361481285024 
 01/21  01:02:00,8.64932348607993,15.6000091399847,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3728827960355,2.61361481285024 
 01/21  01:03:00,8.64932348607993,15.6000090015242,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3726734471253,2.61361481285024 
 01/21  01:04:00,8.64932348607993,15.6000088794259,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3724682519534,2.61361481285024 
 01/21  01:05:00,8.64932348607993,15.6000087710146,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3722668027942,2.61361481285024 
 01/21  01:06:00,8.64932348607993,15.6000086740565,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3720689705522,2.61361481285024 
 01/21  01:07:00,8.64932348607993,15.6000085867054,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3718747190806,2.61361481285024 
 01/21  01:08:00,8.64932348607993,15.6000085074383,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3716863324406,2.61361481285024 
 01/21  01:09:00,8.64932348607993,15.5100880042901,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.7391584677369,0.0 
 01/21  01:10:00,8.64932348607993,15.3731468660961,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.6916255146091,0.0 
 01/21  01:11:00,8.64932348607993,15.2327664588438,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.6177586233353,0.0 
 01/21  01:12:00,8.64932348607993,15.1073064710195,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.5405951786396,0.0 
 01/21  01:13:00,8.64932348607993,15.5479503705676,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.214429192795,2.61361481285024 
 01/21  01:14:00,8.64932348607993,15.5945629559229,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.311697431279,2.61361481285024 
 01/21  01:15:00,8.64932348607993,15.5994330486681,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8243228861728,2.61361481285024 
 01/21  01:16:00,8.64932348607993,15.5999531336349,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4266859970279,2.61361481285024 
 01/21  01:17:00,8.64932348607993,15.6000087872261,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3840732016562,2.61361481285024 
 01/21  01:18:00,8.64932348607993,15.6000163517172,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.379935393715,2.61361481285024 
 01/21  01:19:00,8.64932348607993,15.6000172402991,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3798736384907,2.61361481285024 
 01/21  01:20:00,8.64932348607993,15.6000168570889,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3796631834971,2.61361481285024 
 01/21  01:21:00,8.64932348607993,15.6000161273529,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3792704195402,2.61361481285024 
 01/21  01:22:00,8.64932348607993,15.6000153053993,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3788787564204,2.61361481285024 
 01/21  01:23:00,8.64932348607993,15.6000144836301,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3784794082955,2.61361481285024 
 01/21  01:24:00,8.64932348607993,15.6000137019662,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3780853359792,2.61361481285024 
 01/21  01:25:00,8.64932348607993,15.6000129804609,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3776783631657,2.61361481285024 
 01/21  01:26:00,8.64932348607993,15.6000123299346,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3773324793711,2.61361481285024 
 01/21  01:27:00,8.64932348607993,15.6000117538849,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3770127058371,2.61361481285024 
 01/21  01:28:00,8.64932348607993,15.6000112507215,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3766940119511,2.61361481285024 
 01/21  01:29:00,8.64932348607993,15.6000108154274,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.376375010635,2.61361481285024 
 01/21  01:30:00,8.64932348607993,15.6000104412877,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.376096605708,2.61361481285024 
 01/21  01:31:00,8.64932348607993,15.6000101196382,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3758083321163,2.61361481285024 
 01/21  01:32:00,8.64932348607993,15.600009842732,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3755308886677,2.61361481285024 
 01/21  01:33:00,8.64932348607993,15.6000096040086,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3752647772291,2.61361481285024 
 01/21  01:34:00,8.64932348607993,15.6000093978378,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3750034642151,2.61361481285024 
 01/21  01:35:00,8.64932348607993,15.6000092192789,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3747454399039,2.61361481285024 
 01/21  01:36:00,8.64932348607993,15.6000090639805,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3744902023257,2.61361481285024 
 01/21  01:37:00,8.64932348607993,15.6000089281648,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3742376327208,2.61361481285024 
 01/21  01:38:00,8.64932348607993,15.6000088086445,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3739992468196,2.61361481285024 
 01/21  01:39:00,8.64932348607993,15.6000087027085,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3737699398455,2.61361481285024 
 01/21  01:40:00,8.64932348607993,15.6000086081118,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3735453750453,2.61361481285024 
 01/21  01:41:00,8.64932348607993,15.6000085230103,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3733245837468,2.61361481285024 
 01/21  01:42:00,8.64932348607993,15.6000084458917,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3731072227916,2.61361481285024 
 01/21  01:43:00,8.64932348607993,15.5099298648718,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.7396739594623,0.0 
 01/21  01:44:00,8.64932348607993,15.3727573442802,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.692141029548,0.0 
 01/21  01:45:00,8.64932348607993,15.2321529959412,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.6182885563642,0.0 
 01/21  01:46:00,8.64932348607993,15.1065077220788,30.,0.0,0.358790110848353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.5411401290164,0.0 
 01/21  01:47:00,8.64932348607993,15.5478682007564,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,20.2218869761748,2.61361481285024 
 01/21  01:48:00,8.64932348607993,15.5945545692058,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,14.3091034042651,2.61361481285024 
 01/21  01:49:00,8.64932348607993,15.5994321037857,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8250267161694,2.61361481285024 
 01/21  01:50:00,8.64932348607993,15.5999529789756,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4259785665285,2.61361481285024 
 01/21  01:51:00,8.64932348607993,15.6000087026079,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3825376483559,2.61361481285024 
 01/21  01:52:00,8.64932348607993,15.6000162738705,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.377620281387,2.61361481285024 
 01/21  01:53:00,8.64932348607993,15.6000171621655,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3767740184846,2.61361481285024 
 01/21  01:54:00,8.64932348607993,15.6000167825609,30.,0.0,0.0,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3764569368245,2.61361481285024 
 01/21  01:55:00,8.64932348607993,15.6000160579204,30.,0.0,0.358790110848353,0.341177534848771,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,16.3762212446266,2.61361481285024 
